"geom","village_code","village_name","tehsil_code","tehsil_name","district_code","district_name","state_code","state_name","pincode","latitude","longitude","population","female","male","sc_population","st_population","isstarvillage","isstarpocket","issector","istownsector","label_star_pocket","label_star_pocket_pool","label_sector","label_sector_pool","catchment_branch_solid","catchment_branch_tag","catchment_branch_lat","catchment_branch_lng","catchment_branch_dist"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.754349,27.123436],[83.753362,27.122581],[83.752537,27.121653],[83.75218,27.121165],[83.751936,27.120693],[83.751517,27.119621],[83.751365,27.119128],[83.751339,27.11868],[83.751675,27.118015],[83.752282,27.117038],[83.751075,27.117192],[83.750407,27.117191],[83.749879,27.117135],[83.74855,27.116997],[83.748078,27.117025],[83.747487,27.117107],[83.746949,27.117215],[83.746633,27.117336],[83.745595,27.118078],[83.744128,27.119031],[83.743848,27.119095],[83.743008,27.11925],[83.743149,27.119541],[83.743518,27.120539],[83.743842,27.121457],[83.744038,27.121926],[83.744119,27.122235],[83.744106,27.122719],[83.744137,27.124456],[83.744125,27.125991],[83.74406,27.126878],[83.743915,27.127654],[83.743527,27.128817],[83.743128,27.129884],[83.745482,27.131376],[83.746864,27.13254],[83.749138,27.133716],[83.749367,27.133054],[83.749864,27.131304],[83.750242,27.12999],[83.750429,27.129564],[83.750731,27.129228],[83.751044,27.128998],[83.75141,27.128784],[83.752355,27.12826],[83.752396,27.127484],[83.75273,27.126019],[83.753133,27.125104],[83.753364,27.124608],[83.753758,27.124091],[83.754349,27.123436]]]]}",184132,"Bhujauli",945,"Nichlaul",187,"Mahrajganj",9,"Uttar Pradesh",273163,"27.125356","83.748678",1245,594,651,201,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","33.4460959190573"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.655164,27.153293],[83.655116,27.152149],[83.655082,27.151677],[83.653652,27.147811],[83.651806,27.144237],[83.650687,27.142072],[83.650492,27.141862],[83.650184,27.141592],[83.64858,27.141967],[83.647711,27.142081],[83.646727,27.142367],[83.646196,27.142557],[83.644789,27.14321],[83.641749,27.144789],[83.641483,27.144976],[83.641023,27.145383],[83.640768,27.145666],[83.640504,27.146024],[83.639822,27.147023],[83.639067,27.147884],[83.63903,27.148183],[83.639042,27.149148],[83.639031,27.149876],[83.638869,27.151078],[83.638773,27.153864],[83.638118,27.154628],[83.636423,27.156236],[83.639092,27.158039],[83.639746,27.15875],[83.64154,27.158142],[83.642638,27.157878],[83.646507,27.156789],[83.64794,27.156474],[83.649635,27.156243],[83.651017,27.156295],[83.65171,27.156544],[83.652776,27.157063],[83.653281,27.155884],[83.653443,27.155516],[83.653879,27.154805],[83.654792,27.15387],[83.655164,27.153293]]]]}",184520,"Vishwanathpur Urf Parawania",947,"Maharajganj",187,"Mahrajganj",9,"Uttar Pradesh",273303,"27.150171","83.645793",2033,981,1052,28,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","42.7450755108963"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.765498,27.056091],[83.765424,27.053185],[83.765331,27.052781],[83.765209,27.052517],[83.765039,27.052285],[83.76466,27.051868],[83.764211,27.051432],[83.763771,27.051004],[83.761816,27.048665],[83.761234,27.048096],[83.760882,27.047795],[83.760429,27.047517],[83.759955,27.047297],[83.759544,27.047154],[83.759121,27.047057],[83.758519,27.046988],[83.758058,27.04698],[83.757701,27.047034],[83.75743,27.047145],[83.756369,27.047813],[83.755043,27.048854],[83.754145,27.049587],[83.751847,27.051969],[83.750699,27.05329],[83.750014,27.053875],[83.74939,27.054264],[83.74903,27.054485],[83.748468,27.054657],[83.747663,27.054816],[83.747009,27.054929],[83.746678,27.055027],[83.74639,27.055239],[83.747093,27.057838],[83.7472,27.058584],[83.747235,27.059254],[83.747652,27.06392],[83.747528,27.064819],[83.747471,27.065435],[83.748331,27.065603],[83.752589,27.064158],[83.756706,27.062312],[83.758752,27.061413],[83.76138,27.060086],[83.762498,27.059524],[83.763234,27.059202],[83.763925,27.059131],[83.763997,27.058644],[83.765049,27.057258],[83.765382,27.056686],[83.765498,27.056091]]]]}",184542,"Ranipur",947,"Maharajganj",187,"Mahrajganj",9,"Uttar Pradesh",273163,"27.056291","83.755944",1893,976,917,561,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","27.7060780031155"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.800159,27.196763],[83.799125,27.196734],[83.798597,27.19676],[83.797981,27.196864],[83.797399,27.197004],[83.795725,27.19749],[83.792886,27.198175],[83.791217,27.19862],[83.789238,27.199244],[83.788758,27.199421],[83.789447,27.201757],[83.789822,27.203464],[83.790022,27.204425],[83.790144,27.204785],[83.790424,27.205306],[83.790625,27.205614],[83.792034,27.207312],[83.793278,27.208504],[83.794796,27.209663],[83.795247,27.209991],[83.795815,27.210348],[83.796493,27.210665],[83.796864,27.210745],[83.797402,27.210781],[83.797642,27.209108],[83.798272,27.204243],[83.799074,27.200988],[83.800159,27.196763]]]]}",184001,"Paikauli Khurd",945,"Nichlaul",187,"Mahrajganj",9,"Uttar Pradesh",273163,"27.203757","83.794458",224,113,111,24,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","37.9347515868325"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.640649,27.252602],[83.640398,27.251302],[83.640207,27.250773],[83.639957,27.250096],[83.639668,27.249685],[83.639296,27.249349],[83.638923,27.249182],[83.638647,27.248964],[83.638373,27.248566],[83.637891,27.247669],[83.636947,27.248034],[83.636489,27.248205],[83.636073,27.248314],[83.635725,27.248337],[83.635357,27.248285],[83.634969,27.248153],[83.634498,27.247868],[83.634265,27.247657],[83.633502,27.246711],[83.633195,27.246451],[83.632623,27.246579],[83.632223,27.246583],[83.631639,27.246453],[83.631144,27.246341],[83.63033,27.246174],[83.630062,27.247093],[83.6299,27.247587],[83.629633,27.248095],[83.62914,27.248741],[83.6281,27.250088],[83.626364,27.252211],[83.625493,27.253839],[83.626938,27.253863],[83.627501,27.253862],[83.627775,27.253985],[83.627753,27.254332],[83.627573,27.254917],[83.627398,27.255407],[83.627208,27.25575],[83.628745,27.255351],[83.629217,27.255283],[83.629885,27.255256],[83.632332,27.255027],[83.634158,27.254914],[83.635229,27.254821],[83.636282,27.254616],[83.636882,27.254518],[83.637485,27.254448],[83.638447,27.254318],[83.639233,27.254096],[83.63956,27.253767],[83.640345,27.25291],[83.640649,27.252602]]]]}",184055,"Mathiya",945,"Nichlaul",187,"Mahrajganj",9,"Uttar Pradesh",273207,"27.250962","83.633071",1072,512,560,671,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","51.4764454638762"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.952659,27.165019],[83.950336,27.16593],[83.949578,27.166087],[83.949246,27.166034],[83.948899,27.165855],[83.947771,27.16484],[83.945759,27.163264],[83.945235,27.162814],[83.944986,27.162529],[83.944785,27.162203],[83.944198,27.160934],[83.943415,27.159443],[83.943864,27.158736],[83.945299,27.157317],[83.946747,27.156058],[83.948032,27.155145],[83.947105,27.154295],[83.946745,27.154467],[83.944956,27.155315],[83.9431,27.156457],[83.941665,27.15714],[83.939327,27.158738],[83.937391,27.15976],[83.935746,27.160397],[83.934708,27.160636],[83.933883,27.160706],[83.933098,27.1608],[83.932593,27.161012],[83.932384,27.161281],[83.932265,27.161585],[83.932219,27.161896],[83.932314,27.162338],[83.932794,27.163418],[83.93347,27.164473],[83.933987,27.165632],[83.93452,27.166901],[83.935153,27.168873],[83.935254,27.169406],[83.935159,27.170002],[83.934903,27.170474],[83.934484,27.170885],[83.93536,27.171422],[83.936227,27.171768],[83.937104,27.17199],[83.939336,27.172222],[83.942485,27.172916],[83.942785,27.172954],[83.943144,27.172979],[83.943449,27.172924],[83.943842,27.172817],[83.945512,27.172216],[83.946944,27.171531],[83.947212,27.171428],[83.947671,27.171417],[83.948315,27.171519],[83.949085,27.17179],[83.94948,27.171881],[83.949923,27.171958],[83.95076,27.171948],[83.951164,27.171766],[83.95147,27.171054],[83.951705,27.170518],[83.951823,27.170091],[83.951975,27.168984],[83.952117,27.167769],[83.952269,27.167016],[83.952525,27.165857],[83.952659,27.165019]]]]}",188198,"Panhiwa",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274801,"27.163637","83.942439",1829,884,945,78,1,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","29.0855339235061"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.853144,27.117361],[83.85292,27.117101],[83.852365,27.116427],[83.851166,27.114774],[83.850369,27.113354],[83.849812,27.112516],[83.849157,27.111721],[83.84842,27.111027],[83.847745,27.110561],[83.847335,27.110141],[83.845189,27.110133],[83.843746,27.110087],[83.842413,27.110078],[83.841604,27.110166],[83.840892,27.110433],[83.840049,27.110934],[83.83954,27.111366],[83.839315,27.111675],[83.839024,27.11199],[83.838839,27.113712],[83.838729,27.114118],[83.838662,27.114774],[83.838726,27.115798],[83.838797,27.118191],[83.83904,27.119502],[83.839342,27.120482],[83.840014,27.120029],[83.840451,27.119796],[83.843177,27.11916],[83.849206,27.117827],[83.853144,27.117361]]]]}",188232,"Ekdangi",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274305,"27.11528","83.845903",2351,1151,1200,329,152,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","26.861181104368"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.924309,27.09528],[83.924173,27.094786],[83.923727,27.093498],[83.922617,27.09057],[83.922367,27.089915],[83.921928,27.088312],[83.921546,27.08663],[83.920981,27.084827],[83.920889,27.084223],[83.921023,27.083476],[83.92156,27.081614],[83.919864,27.08134],[83.919355,27.081264],[83.919009,27.081173],[83.917047,27.080412],[83.916908,27.080871],[83.916296,27.081821],[83.914978,27.083082],[83.914302,27.08357],[83.913897,27.083678],[83.913193,27.08369],[83.91288,27.083872],[83.912674,27.084664],[83.912524,27.085154],[83.911703,27.087075],[83.911212,27.088096],[83.911015,27.088536],[83.90966,27.093917],[83.909496,27.094544],[83.909162,27.094985],[83.908906,27.095178],[83.908314,27.095451],[83.907723,27.095601],[83.907548,27.096814],[83.907561,27.097279],[83.907652,27.097815],[83.907775,27.098238],[83.907899,27.098507],[83.908118,27.098855],[83.908542,27.099357],[83.909056,27.09934],[83.910113,27.099451],[83.910897,27.099639],[83.911184,27.099744],[83.911584,27.10009],[83.911853,27.100555],[83.912116,27.100286],[83.912197,27.099826],[83.912331,27.099416],[83.912948,27.098822],[83.91419,27.097982],[83.91491,27.097568],[83.916983,27.096704],[83.919883,27.095727],[83.922241,27.095143],[83.92275,27.095083],[83.923177,27.095145],[83.924309,27.09528]]]]}",188265,"Dharni Patti",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274305,"27.090483","83.915928",2500,1177,1323,541,64,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","21.6157984170576"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.843367,26.961422],[83.843248,26.95997],[83.842454,26.96042],[83.842114,26.960549],[83.841732,26.960594],[83.841156,26.960604],[83.840752,26.960574],[83.839356,26.960104],[83.838207,26.95974],[83.837769,26.959647],[83.83681,26.959469],[83.836016,26.959388],[83.835434,26.959424],[83.834576,26.959547],[83.833273,26.959824],[83.831351,26.960532],[83.830922,26.960923],[83.830904,26.961793],[83.832207,26.962542],[83.832713,26.96284],[83.833187,26.963088],[83.833857,26.963432],[83.834806,26.963809],[83.835228,26.963944],[83.835553,26.963995],[83.835868,26.964022],[83.836522,26.964052],[83.836903,26.964009],[83.838026,26.963664],[83.839874,26.962968],[83.840323,26.962795],[83.840819,26.962647],[83.841597,26.962499],[83.842952,26.962361],[83.843353,26.962429],[83.843367,26.961422]]]]}",188406,"Shobha Chhapra 67",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274305,"26.96172","83.837135",610,294,316,97,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","15.2971068853885"
"{""type"":""MultiPolygon"",""coordinates"":[[[[84.205203,26.783185],[84.204852,26.782818],[84.204363,26.78249],[84.203221,26.78202],[84.202074,26.781547],[84.19969,26.780555],[84.197927,26.780082],[84.197166,26.779989],[84.194851,26.779674],[84.192418,26.779413],[84.191989,26.779397],[84.191821,26.780933],[84.191874,26.782206],[84.191978,26.782708],[84.192172,26.783103],[84.193088,26.784263],[84.194075,26.78512],[84.194861,26.785519],[84.196382,26.786291],[84.196989,26.786235],[84.197914,26.786209],[84.198467,26.786178],[84.198811,26.786146],[84.19919,26.786053],[84.200837,26.785384],[84.203278,26.784237],[84.205203,26.783185]]]]}",189485,"Pandey Patti",958,"Tamkuhi Raj",189,"Kushinagar",9,"Uttar Pradesh",274302,"26.782844","84.198512",1183,619,564,282,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","25.7588279771504"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.785667,27.189844],[83.784878,27.188391],[83.784339,27.187089],[83.783986,27.185931],[83.783311,27.183036],[83.782753,27.180051],[83.781032,27.180475],[83.779217,27.181215],[83.7786,27.181505],[83.778218,27.181774],[83.777993,27.182036],[83.77778,27.182349],[83.777618,27.182681],[83.777483,27.18313],[83.77717,27.183959],[83.776756,27.185035],[83.776684,27.185487],[83.776686,27.186647],[83.776672,27.187435],[83.776613,27.187923],[83.776432,27.188797],[83.77629,27.189401],[83.776152,27.189785],[83.775927,27.190142],[83.775553,27.190534],[83.776755,27.191988],[83.77727,27.192609],[83.777926,27.191943],[83.778781,27.191305],[83.779169,27.191067],[83.779627,27.190827],[83.780174,27.190687],[83.781911,27.190372],[83.783062,27.1901],[83.783517,27.189975],[83.783884,27.189861],[83.784277,27.189832],[83.785667,27.189844]]]]}",184012,"Ramgarhwa",945,"Nichlaul",187,"Mahrajganj",9,"Uttar Pradesh",273163,"27.18633","83.78061",959,483,476,137,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","36.9477519555367"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.888042,27.002487],[83.887957,27.001947],[83.887778,27.001494],[83.887217,27.000728],[83.88591,27.000751],[83.882466,27.000557],[83.880275,27.000403],[83.87964,27.000301],[83.879099,27.000213],[83.878703,27.000181],[83.878312,27.000265],[83.878859,27.001214],[83.880244,27.00417],[83.880529,27.004843],[83.881027,27.006108],[83.881251,27.006748],[83.881902,27.006599],[83.882534,27.00655],[83.883466,27.00652],[83.885355,27.006607],[83.886111,27.006643],[83.887521,27.0065],[83.887464,27.006069],[83.887497,27.005584],[83.887972,27.003251],[83.888042,27.002487]]]]}",188372,"Sadi Chhapra",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274305,"27.003464","83.883177",269,125,144,6,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","14.4681262418987"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.90304,26.924954],[83.902484,26.924638],[83.901111,26.923934],[83.89992,26.923227],[83.899188,26.922861],[83.897208,26.922219],[83.890498,26.920371],[83.886181,26.919433],[83.885857,26.919813],[83.88447,26.921025],[83.883043,26.922248],[83.882527,26.922923],[83.881315,26.924681],[83.879258,26.928592],[83.878801,26.929422],[83.87857,26.930109],[83.882433,26.931774],[83.883541,26.932198],[83.884532,26.932583],[83.885185,26.932812],[83.885496,26.932855],[83.885877,26.932863],[83.886217,26.932812],[83.886756,26.93258],[83.887286,26.932376],[83.887787,26.932189],[83.888373,26.93204],[83.88901,26.932023],[83.889514,26.932032],[83.889925,26.932148],[83.890305,26.932067],[83.891681,26.931706],[83.892496,26.931505],[83.893537,26.931382],[83.894918,26.931265],[83.895807,26.931234],[83.89707,26.931102],[83.898229,26.930957],[83.899008,26.930698],[83.899369,26.930405],[83.89936,26.930005],[83.899619,26.929202],[83.900064,26.928108],[83.900425,26.927401],[83.900851,26.926754],[83.901489,26.926156],[83.901882,26.925803],[83.902675,26.925238],[83.90304,26.924954]]]]}",188429,"Pakariyar",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274305,"26.926148","83.890805",3797,1837,1960,425,112,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","8.91143633274608"
"{""type"":""MultiPolygon"",""coordinates"":[[[[84.04084,26.885671],[84.037388,26.884176],[84.03694,26.883751],[84.036217,26.88384],[84.035315,26.883821],[84.034725,26.883795],[84.033794,26.883705],[84.032728,26.883471],[84.032361,26.88344],[84.031955,26.883447],[84.030978,26.883634],[84.028605,26.884394],[84.028149,26.884512],[84.027664,26.88462],[84.027272,26.884694],[84.026555,26.884728],[84.025221,26.884636],[84.024519,26.884473],[84.024349,26.884172],[84.024332,26.883724],[84.023564,26.884016],[84.022332,26.884496],[84.020848,26.885567],[84.019365,26.887346],[84.019268,26.887689],[84.019288,26.888467],[84.019327,26.888953],[84.019535,26.889377],[84.019877,26.889866],[84.020514,26.890539],[84.021805,26.891616],[84.022981,26.892712],[84.023821,26.893325],[84.026289,26.894829],[84.026744,26.894624],[84.027155,26.894341],[84.028124,26.893665],[84.028548,26.893734],[84.02885,26.893935],[84.02955,26.894517],[84.030244,26.895409],[84.030561,26.895274],[84.030907,26.895037],[84.031876,26.894539],[84.032361,26.894211],[84.033384,26.893173],[84.033766,26.892713],[84.034008,26.892015],[84.034235,26.891278],[84.03453,26.890764],[84.035357,26.890375],[84.035758,26.89023],[84.036026,26.890076],[84.037141,26.88916],[84.039118,26.887449],[84.040545,26.886105],[84.04084,26.885671]]]]}",188585,"Jungle Banbirpur",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274303,"26.889424","84.030054",5638,2774,2864,443,239,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","5.48762288349396"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.952605,27.176333],[83.952329,27.175211],[83.952221,27.174318],[83.952193,27.173834],[83.952209,27.173378],[83.952353,27.171698],[83.952026,27.171855],[83.951638,27.171853],[83.951164,27.171766],[83.95076,27.171948],[83.949923,27.171958],[83.94948,27.171881],[83.949085,27.17179],[83.948315,27.171519],[83.947671,27.171417],[83.947212,27.171428],[83.946944,27.171531],[83.945512,27.172216],[83.943842,27.172817],[83.943449,27.172924],[83.943144,27.172979],[83.942785,27.172954],[83.942485,27.172916],[83.939336,27.172222],[83.937104,27.17199],[83.936227,27.171768],[83.93536,27.171422],[83.934484,27.170885],[83.933744,27.170534],[83.932946,27.170306],[83.931472,27.170153],[83.930822,27.170158],[83.930067,27.170347],[83.928357,27.170568],[83.926951,27.17072],[83.926555,27.172876],[83.926289,27.173768],[83.925789,27.17482],[83.925806,27.175105],[83.926092,27.175447],[83.92949,27.175239],[83.931612,27.175248],[83.933159,27.17541],[83.933642,27.175504],[83.933935,27.175577],[83.934178,27.175748],[83.935811,27.17765],[83.937708,27.180548],[83.938626,27.181986],[83.940164,27.18436],[83.940487,27.18399],[83.941259,27.183324],[83.941828,27.182852],[83.942271,27.182521],[83.94435,27.181057],[83.949099,27.17781],[83.950041,27.177311],[83.95116,27.176547],[83.95175,27.176348],[83.95221,27.176323],[83.952605,27.176333]]]]}",188196,"Nar Kelia Mus.+ Aht.",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274801,"27.177256","83.939197",0,0,0,0,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","30.6275278249201"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.824586,27.071574],[83.823221,27.066511],[83.823304,27.06607],[83.82243,27.065017],[83.821822,27.064443],[83.821394,27.064219],[83.820504,27.064077],[83.81891,27.063964],[83.818563,27.063902],[83.818054,27.063772],[83.817553,27.063803],[83.815399,27.063844],[83.814983,27.063779],[83.814502,27.063676],[83.811503,27.062352],[83.811156,27.062189],[83.81051,27.062013],[83.809905,27.061926],[83.809608,27.061835],[83.809168,27.061578],[83.80683,27.061236],[83.80628,27.061146],[83.805902,27.060989],[83.80561,27.060654],[83.803537,27.062355],[83.802913,27.062846],[83.802142,27.063336],[83.803127,27.064307],[83.804054,27.065371],[83.804658,27.066138],[83.80519,27.067264],[83.805581,27.068313],[83.805876,27.069589],[83.806175,27.070599],[83.806254,27.071088],[83.806521,27.071354],[83.807495,27.07266],[83.808556,27.074373],[83.808914,27.074925],[83.809133,27.075142],[83.809476,27.075358],[83.810062,27.0756],[83.810497,27.075752],[83.810811,27.075814],[83.811146,27.075807],[83.812744,27.075298],[83.813694,27.074934],[83.81471,27.074373],[83.817433,27.072402],[83.817927,27.072065],[83.818552,27.071874],[83.819237,27.071886],[83.8205,27.071902],[83.82085,27.071852],[83.821658,27.071678],[83.822958,27.071562],[83.823704,27.071577],[83.824586,27.071574]]]]}",188304,"Padri Mehdia",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274306,"27.068234","83.813364",2615,1264,1351,249,59,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","24.4397057061244"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.894574,27.022841],[83.893656,27.02172],[83.893013,27.020308],[83.892528,27.019157],[83.892009,27.018136],[83.891518,27.017299],[83.889371,27.017177],[83.888851,27.016977],[83.888448,27.016544],[83.888202,27.018382],[83.888242,27.019933],[83.888365,27.020778],[83.888554,27.021162],[83.889858,27.022839],[83.891629,27.025004],[83.893512,27.023833],[83.894024,27.023374],[83.894574,27.022841]]]]}",188363,"Jai Chhapra",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274305,"27.020774","83.891388",1100,547,553,152,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","15.5287287090493"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.732048,27.028102],[83.729274,27.026245],[83.727267,27.02482],[83.725168,27.023661],[83.724236,27.023068],[83.723861,27.022738],[83.723683,27.022513],[83.723226,27.0217],[83.722599,27.020661],[83.722289,27.021202],[83.72216,27.021524],[83.722128,27.021894],[83.722132,27.024352],[83.721885,27.027637],[83.721947,27.028762],[83.722005,27.029174],[83.722522,27.032997],[83.724264,27.032985],[83.725823,27.031611],[83.726799,27.030814],[83.727454,27.030372],[83.72777,27.030191],[83.729465,27.029498],[83.730119,27.029273],[83.730906,27.029027],[83.73118,27.028888],[83.731556,27.028572],[83.732048,27.028102]]]]}",184595,"Chuani",947,"Maharajganj",187,"Mahrajganj",9,"Uttar Pradesh",273163,"27.026829","83.726966",962,503,459,334,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","28.3130010829249"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.96836,27.056911],[83.967691,27.05596],[83.967483,27.055428],[83.967463,27.055019],[83.967477,27.054293],[83.968091,27.05194],[83.968147,27.051563],[83.968152,27.051238],[83.968076,27.050873],[83.967697,27.050151],[83.966645,27.048568],[83.966431,27.048053],[83.966188,27.047196],[83.966071,27.046251],[83.965872,27.0446],[83.9659,27.044233],[83.964757,27.044671],[83.96418,27.044817],[83.963793,27.044845],[83.960951,27.044707],[83.96036,27.04469],[83.959541,27.044524],[83.957297,27.043817],[83.956891,27.043493],[83.956622,27.04372],[83.955587,27.044292],[83.954849,27.044601],[83.95596,27.045835],[83.957025,27.0471],[83.957344,27.047456],[83.957589,27.047911],[83.956752,27.049179],[83.955585,27.050621],[83.955436,27.050894],[83.955157,27.051661],[83.954717,27.05263],[83.954392,27.05327],[83.954075,27.05362],[83.953413,27.054039],[83.952836,27.054312],[83.952945,27.055107],[83.953043,27.055754],[83.95321,27.056425],[83.953516,27.057147],[83.953859,27.057706],[83.954605,27.059083],[83.955678,27.06073],[83.956274,27.061497],[83.956879,27.061345],[83.958656,27.060819],[83.959977,27.060166],[83.96242,27.059029],[83.965276,27.058048],[83.966145,27.05781],[83.966656,27.057629],[83.967581,27.057162],[83.968024,27.05698],[83.96836,27.056911]]]]}",188497,"Pakhanha",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274305,"27.052495","83.960598",1533,785,748,441,1,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","16.6044155861551"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.994468,26.887486],[83.994025,26.887122],[83.993695,26.886195],[83.993057,26.884811],[83.992775,26.884441],[83.992238,26.883963],[83.988978,26.880382],[83.988268,26.879584],[83.988055,26.879259],[83.987832,26.879018],[83.987258,26.878637],[83.986657,26.878243],[83.986326,26.878183],[83.985915,26.878243],[83.985744,26.878969],[83.985482,26.879424],[83.984428,26.880513],[83.983581,26.881149],[83.982985,26.881609],[83.983694,26.883309],[83.984584,26.885438],[83.984885,26.886429],[83.984905,26.88684],[83.984865,26.887132],[83.984605,26.887608],[83.986314,26.888572],[83.986786,26.88874],[83.987321,26.888787],[83.987736,26.888763],[83.988127,26.888641],[83.988719,26.888483],[83.989155,26.888359],[83.991357,26.887925],[83.991745,26.887859],[83.992182,26.887864],[83.993114,26.887989],[83.993521,26.888184],[83.99404,26.887744],[83.994468,26.887486]]]]}",188632,"Ahirauli Buzurg",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274304,"26.883485","83.988726",841,413,428,5,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","2.54363490078269"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.952402,27.044763],[83.952106,27.044729],[83.951736,27.044576],[83.951285,27.044179],[83.951019,27.040345],[83.951029,27.039602],[83.950664,27.039349],[83.949862,27.039],[83.948844,27.03867],[83.948467,27.038598],[83.947923,27.038547],[83.947558,27.038545],[83.947208,27.038565],[83.946651,27.03867],[83.945267,27.039227],[83.944576,27.039491],[83.94426,27.039563],[83.943829,27.039774],[83.942966,27.040454],[83.942273,27.040926],[83.941756,27.04123],[83.940366,27.042017],[83.940954,27.042544],[83.941142,27.0432],[83.941317,27.043519],[83.941923,27.044195],[83.943239,27.04546],[83.943591,27.045716],[83.944026,27.045917],[83.944854,27.046138],[83.946556,27.04644],[83.947119,27.046524],[83.947706,27.046551],[83.948026,27.046508],[83.948412,27.046269],[83.948778,27.046335],[83.94908,27.046621],[83.949392,27.046494],[83.949793,27.046409],[83.95048,27.046173],[83.950987,27.045955],[83.951346,27.045703],[83.95167,27.045426],[83.952402,27.044763]]]]}",188494,"Birbal Chhapra",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274305,"27.042583","83.946384",609,300,309,100,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","15.7195470072327"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.899534,26.854164],[83.898995,26.853454],[83.898699,26.852939],[83.89845,26.852666],[83.897957,26.852202],[83.897441,26.851732],[83.897127,26.851319],[83.896819,26.850881],[83.892933,26.851275],[83.889593,26.851515],[83.888275,26.851593],[83.888548,26.85225],[83.8887,26.852521],[83.888766,26.852811],[83.889658,26.853255],[83.890174,26.853472],[83.890752,26.85351],[83.892248,26.853389],[83.892923,26.853402],[83.893229,26.853455],[83.895063,26.854657],[83.895393,26.854748],[83.895817,26.854781],[83.8972,26.854761],[83.897705,26.854802],[83.898015,26.854784],[83.898447,26.854692],[83.898713,26.854585],[83.899534,26.854164]]]]}",188865,"Khairatawa",956,"Hata",189,"Kushinagar",9,"Uttar Pradesh",274305,"26.852841","83.893904",1028,488,540,141,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","10.0200835944571"
