"geom","village_code","village_name","tehsil_code","tehsil_name","district_code","district_name","state_code","state_name","pincode","latitude","longitude","population","female","male","sc_population","st_population","isstarvillage","isstarpocket","issector","istownsector","label_star_pocket","label_star_pocket_pool","label_sector","label_sector_pool","catchment_branch_solid","catchment_branch_tag","catchment_branch_lat","catchment_branch_lng","catchment_branch_dist"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.957003,26.853637],[83.95693,26.85244],[83.956445,26.850581],[83.95641,26.850098],[83.956316,26.849825],[83.95609,26.849514],[83.955288,26.848678],[83.954414,26.847894],[83.951665,26.848028],[83.948801,26.848098],[83.948295,26.848168],[83.947578,26.848377],[83.945612,26.849147],[83.94435,26.849569],[83.943452,26.849792],[83.9428,26.849991],[83.942418,26.850167],[83.941879,26.850484],[83.940514,26.851432],[83.939835,26.851792],[83.939389,26.85202],[83.938741,26.852324],[83.938772,26.852752],[83.938725,26.853169],[83.938756,26.85346],[83.939043,26.854019],[83.940661,26.856819],[83.941234,26.857748],[83.942038,26.857716],[83.945546,26.857875],[83.946279,26.858741],[83.946903,26.859768],[83.947025,26.860075],[83.948323,26.860199],[83.949169,26.860252],[83.949667,26.860212],[83.952254,26.85974],[83.952831,26.859645],[83.95349,26.859619],[83.95459,26.859652],[83.955758,26.859664],[83.955908,26.858568],[83.956055,26.857608],[83.956192,26.857067],[83.956726,26.855627],[83.956998,26.854807],[83.957003,26.853637]]]]}",188659,"Dharampur Buzurg",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274304,"26.854073","83.947864",2222,1054,1168,364,189,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","6.25555578653326"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.691598,27.162847],[83.691433,27.162149],[83.691312,27.161143],[83.69124,27.158752],[83.691169,27.156462],[83.691107,27.15505],[83.689407,27.155623],[83.687147,27.156426],[83.685779,27.156798],[83.683723,27.157161],[83.681102,27.157562],[83.681146,27.158017],[83.681115,27.159925],[83.681099,27.160398],[83.68106,27.160806],[83.68091,27.161549],[83.680803,27.161987],[83.683281,27.162226],[83.685743,27.162423],[83.687495,27.162668],[83.688959,27.162811],[83.689496,27.16283],[83.691598,27.162847]]]]}",184089,"Ratanpur",945,"Nichlaul",187,"Mahrajganj",9,"Uttar Pradesh",273163,"27.158948","83.6862",2352,1122,1230,366,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","40.4323286693502"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.745008,27.157894],[83.74484,27.157377],[83.744765,27.157102],[83.744569,27.15677],[83.743916,27.155785],[83.742729,27.154339],[83.740487,27.152288],[83.739925,27.151773],[83.739305,27.151123],[83.738366,27.151388],[83.737045,27.151771],[83.7346,27.152608],[83.732311,27.153179],[83.730467,27.15352],[83.728064,27.154015],[83.726722,27.154262],[83.726269,27.154362],[83.725753,27.154438],[83.725106,27.154622],[83.724978,27.155001],[83.724918,27.155339],[83.724828,27.156017],[83.724726,27.156927],[83.726494,27.158088],[83.727965,27.158898],[83.72867,27.159204],[83.728982,27.159255],[83.729434,27.159291],[83.729874,27.159349],[83.730157,27.159464],[83.730581,27.159679],[83.731478,27.160349],[83.732469,27.161129],[83.733755,27.160205],[83.734323,27.159821],[83.734854,27.159556],[83.735766,27.159091],[83.736193,27.158918],[83.7368,27.158862],[83.739273,27.158864],[83.740097,27.158844],[83.740391,27.158813],[83.740745,27.158694],[83.74143,27.158433],[83.741809,27.158355],[83.743293,27.158204],[83.744017,27.158127],[83.744429,27.158014],[83.745008,27.157894]]]]}",184095,"Dathauli",945,"Nichlaul",187,"Mahrajganj",9,"Uttar Pradesh",273163,"27.156126","83.734867",1261,610,651,371,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","36.9120475673061"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.79892,27.350606],[83.798212,27.34966],[83.796585,27.348256],[83.795252,27.346911],[83.79387,27.34501],[83.793199,27.345134],[83.790521,27.345414],[83.789531,27.345487],[83.789058,27.345566],[83.787964,27.345937],[83.786658,27.346488],[83.785985,27.346875],[83.785474,27.347196],[83.785058,27.347536],[83.784863,27.347749],[83.784356,27.34852],[83.783298,27.351138],[83.783121,27.351753],[83.78301,27.352309],[83.782984,27.352691],[83.782993,27.352981],[83.783039,27.353364],[83.783132,27.353723],[83.784537,27.356575],[83.785057,27.357983],[83.785408,27.358735],[83.786585,27.360779],[83.787032,27.361776],[83.787143,27.362156],[83.787395,27.363159],[83.78856,27.362786],[83.79031,27.362026],[83.792769,27.360873],[83.794614,27.360064],[83.795742,27.359338],[83.798011,27.357854],[83.797701,27.357481],[83.797628,27.357102],[83.797623,27.356762],[83.797608,27.355097],[83.797734,27.35381],[83.797869,27.353136],[83.798132,27.352409],[83.79892,27.350606]]]]}",183915,"Mishrawalia",945,"Nichlaul",187,"Mahrajganj",9,"Uttar Pradesh",273304,"27.354084","83.790952",4222,2106,2116,912,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","53.3420172939647"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.733154,26.926164],[83.733019,26.925671],[83.728453,26.922693],[83.726835,26.921932],[83.725044,26.921289],[83.722432,26.920678],[83.721644,26.920347],[83.719945,26.919414],[83.717215,26.918374],[83.716418,26.918258],[83.714895,26.91829],[83.713662,26.918639],[83.712519,26.919071],[83.711635,26.919503],[83.709903,26.920989],[83.709745,26.921505],[83.710254,26.9223],[83.712148,26.924704],[83.712364,26.924938],[83.712304,26.925405],[83.711826,26.925425],[83.711301,26.925151],[83.710887,26.924852],[83.708648,26.92305],[83.708374,26.922898],[83.707883,26.922795],[83.707427,26.922788],[83.706959,26.922833],[83.706201,26.922968],[83.705273,26.92357],[83.704647,26.924154],[83.703728,26.925155],[83.701895,26.928068],[83.7018,26.928462],[83.701829,26.929044],[83.703729,26.930413],[83.704675,26.930959],[83.707538,26.931707],[83.710377,26.932627],[83.712536,26.932853],[83.714429,26.932868],[83.723391,26.932238],[83.725165,26.932039],[83.727695,26.931608],[83.730121,26.930626],[83.731117,26.929862],[83.731709,26.929311],[83.732557,26.927847],[83.73313,26.926602],[83.733154,26.926164]]]]}",801169,"Kaptanganj (NP)",956,"Hata",189,"Kushinagar",9,"Uttar Pradesh",274301,"26.925563","83.717477",23526,11104,12422,752,182,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","25.8591342279793"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.86323,27.17848],[83.859408,27.178375],[83.858686,27.178429],[83.858195,27.178525],[83.857674,27.178842],[83.857359,27.179125],[83.856653,27.180131],[83.855567,27.181362],[83.856073,27.181565],[83.856281,27.181906],[83.856352,27.182285],[83.856329,27.183104],[83.857147,27.182393],[83.857758,27.181939],[83.858143,27.181714],[83.858423,27.181623],[83.859601,27.181674],[83.861234,27.181732],[83.862315,27.18168],[83.862219,27.181412],[83.862289,27.18103],[83.86261,27.180149],[83.86323,27.17848]]]]}",188218,"Khaddi",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274802,"27.180739","83.859398",26,11,15,0,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","32.9182462879996"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.950495,27.107825],[83.951019,27.101419],[83.95115,27.100854],[83.951331,27.100326],[83.950817,27.100306],[83.950366,27.100373],[83.949763,27.100529],[83.946494,27.101705],[83.946021,27.10185],[83.945726,27.101903],[83.945197,27.101936],[83.941464,27.101399],[83.937165,27.100762],[83.936109,27.100705],[83.935203,27.10069],[83.93485,27.100728],[83.93451,27.100846],[83.934229,27.10113],[83.933911,27.101869],[83.933749,27.10274],[83.933642,27.103868],[83.933641,27.104321],[83.933793,27.105036],[83.935868,27.109348],[83.936054,27.109751],[83.936356,27.110279],[83.936768,27.110588],[83.938086,27.111311],[83.939589,27.112284],[83.940759,27.113217],[83.941308,27.113529],[83.941922,27.11383],[83.942588,27.114004],[83.943348,27.113599],[83.943906,27.113228],[83.946925,27.110461],[83.947496,27.10975],[83.948422,27.108397],[83.948787,27.108133],[83.949094,27.108002],[83.949594,27.107854],[83.949977,27.107827],[83.950495,27.107825]]]]}",188284,"Turkhi",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274801,"27.107155","83.942486",861,419,442,440,40,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","22.8605380244837"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.985915,26.878243],[83.985915,26.877304],[83.98577,26.876773],[83.985449,26.876113],[83.984996,26.875433],[83.984175,26.874495],[83.983155,26.873131],[83.982836,26.873435],[83.982525,26.873588],[83.981495,26.874105],[83.98093,26.87442],[83.980492,26.874734],[83.980267,26.874945],[83.979993,26.875281],[83.979483,26.875763],[83.978769,26.876276],[83.97816,26.876663],[83.977853,26.876927],[83.977818,26.877366],[83.977827,26.877752],[83.977991,26.87854],[83.978279,26.879805],[83.978445,26.880319],[83.978609,26.880809],[83.979229,26.880676],[83.980014,26.880574],[83.980359,26.880558],[83.980919,26.880637],[83.981462,26.880863],[83.982586,26.88126],[83.982985,26.881609],[83.983581,26.881149],[83.984428,26.880513],[83.985482,26.879424],[83.985744,26.878969],[83.985915,26.878243]]]]}",188630,"Matihania Khurd",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274304,"26.87737","83.981866",1544,788,756,321,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","2.98665269038074"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.707092,27.382286],[83.7068,27.380615],[83.706606,27.37967],[83.70622,27.378547],[83.704963,27.378559],[83.703968,27.378465],[83.702482,27.378091],[83.701586,27.377922],[83.700855,27.377637],[83.699611,27.376926],[83.698973,27.376554],[83.697626,27.375903],[83.69452,27.374285],[83.691638,27.372674],[83.689441,27.371295],[83.687699,27.369871],[83.686724,27.370678],[83.686254,27.370955],[83.685789,27.371169],[83.68423,27.371708],[83.681784,27.372658],[83.683045,27.37578],[83.68432,27.378299],[83.684592,27.378833],[83.684789,27.379503],[83.685268,27.381244],[83.685533,27.382645],[83.685648,27.383668],[83.686045,27.38352],[83.68636,27.383487],[83.687097,27.383457],[83.688934,27.383605],[83.691191,27.383716],[83.691705,27.3838],[83.692525,27.384185],[83.693324,27.384826],[83.693552,27.385096],[83.694458,27.384422],[83.69497,27.38395],[83.695369,27.383677],[83.695824,27.383539],[83.696607,27.383427],[83.697969,27.383358],[83.698457,27.383306],[83.699268,27.383118],[83.700819,27.382792],[83.702581,27.382346],[83.703392,27.382206],[83.704292,27.382183],[83.707092,27.382286]]]]}",183872,"Kardaha",945,"Nichlaul",187,"Mahrajganj",9,"Uttar Pradesh",273304,"27.377483","83.694438",1243,599,644,355,93,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","59.6294649473426"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.924158,27.036251],[83.923734,27.034664],[83.923668,27.034079],[83.923627,27.031903],[83.923532,27.03102],[83.923401,27.030722],[83.922247,27.031436],[83.92171,27.031772],[83.921479,27.031953],[83.921307,27.032221],[83.921026,27.033137],[83.920679,27.034419],[83.920314,27.034729],[83.918155,27.035626],[83.915275,27.036335],[83.914258,27.036426],[83.912997,27.036411],[83.912308,27.036348],[83.9118,27.03625],[83.911238,27.036025],[83.910426,27.035715],[83.910045,27.03558],[83.909693,27.035519],[83.909004,27.035519],[83.907938,27.035405],[83.907202,27.035302],[83.906846,27.035149],[83.906574,27.034952],[83.905042,27.032884],[83.903803,27.030643],[83.903182,27.029503],[83.902876,27.029194],[83.902315,27.028819],[83.901872,27.028413],[83.901478,27.027909],[83.901032,27.027386],[83.900695,27.027088],[83.900168,27.026901],[83.899564,27.026833],[83.898978,27.026876],[83.898388,27.027098],[83.898154,27.027464],[83.897945,27.028052],[83.897273,27.02979],[83.897035,27.030206],[83.896514,27.031011],[83.89601,27.031495],[83.895675,27.031676],[83.895085,27.031722],[83.893645,27.03163],[83.893196,27.031562],[83.89289,27.031452],[83.892623,27.031247],[83.890719,27.029571],[83.889722,27.028745],[83.888843,27.029877],[83.888175,27.030461],[83.887248,27.031075],[83.886153,27.031531],[83.885174,27.031961],[83.884839,27.032166],[83.885128,27.03265],[83.885325,27.033034],[83.885416,27.033643],[83.885332,27.034479],[83.885228,27.037329],[83.885213,27.039105],[83.885194,27.039579],[83.88497,27.040163],[83.884488,27.040939],[83.884448,27.04122],[83.885024,27.04158],[83.886338,27.042284],[83.886737,27.042564],[83.887522,27.043259],[83.887799,27.043459],[83.888871,27.044238],[83.891793,27.04632],[83.892623,27.046896],[83.893192,27.047231],[83.89427,27.0472],[83.894881,27.047143],[83.896111,27.046821],[83.897292,27.046548],[83.898029,27.046382],[83.899088,27.046337],[83.900538,27.04635],[83.901083,27.046452],[83.901755,27.046701],[83.903614,27.047474],[83.904427,27.047721],[83.905007,27.047107],[83.906252,27.045766],[83.906557,27.04553],[83.907237,27.045261],[83.907776,27.045097],[83.909269,27.044808],[83.910825,27.044578],[83.911362,27.044537],[83.914113,27.044509],[83.915365,27.044326],[83.916112,27.0441],[83.916643,27.043789],[83.916975,27.043531],[83.917683,27.042966],[83.917524,27.041832],[83.917598,27.041118],[83.917768,27.040621],[83.918161,27.040187],[83.918792,27.039651],[83.920411,27.038499],[83.921372,27.037995],[83.922628,27.037337],[83.923173,27.037086],[83.923531,27.037],[83.924137,27.03692],[83.924158,27.036251]]]]}",188356,"Naurangia",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274305,"27.037277","83.904303",5983,3003,2980,875,275,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","16.4947571258357"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.924131,26.838397],[83.923609,26.838291],[83.922763,26.838052],[83.92251,26.837818],[83.922129,26.835394],[83.921855,26.834648],[83.921546,26.834195],[83.921087,26.833614],[83.920642,26.833153],[83.919967,26.832585],[83.91949,26.832299],[83.919012,26.832101],[83.91817,26.831919],[83.917329,26.83181],[83.916545,26.831853],[83.915459,26.83213],[83.913355,26.833105],[83.909877,26.835547],[83.909022,26.836133],[83.908516,26.836628],[83.907811,26.837413],[83.907451,26.837767],[83.907091,26.838002],[83.906774,26.838128],[83.906102,26.838241],[83.905784,26.83828],[83.905454,26.838253],[83.904782,26.838012],[83.904502,26.839858],[83.904402,26.840282],[83.904129,26.840852],[83.903951,26.841211],[83.90383,26.841552],[83.903585,26.842039],[83.903395,26.842296],[83.903119,26.84257],[83.902365,26.843011],[83.901567,26.843737],[83.900317,26.845077],[83.899651,26.846014],[83.89874,26.847625],[83.898629,26.847927],[83.898485,26.848662],[83.898268,26.849737],[83.898216,26.85088],[83.898145,26.851423],[83.897957,26.852202],[83.89845,26.852666],[83.899521,26.852287],[83.901685,26.851479],[83.90365,26.850725],[83.90654,26.849644],[83.909646,26.848371],[83.910361,26.848132],[83.911091,26.84792],[83.912854,26.847667],[83.913844,26.84757],[83.914246,26.847533],[83.918637,26.847611],[83.918524,26.847059],[83.918619,26.846624],[83.918999,26.845762],[83.919658,26.844576],[83.920183,26.843816],[83.921982,26.841571],[83.923404,26.839801],[83.924054,26.83901],[83.924094,26.838718],[83.924131,26.838397]]]]}",188651,"Karhia Hazari Patti",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274305,"26.842238","83.911044",2040,984,1056,561,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","9.48689758437063"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.67091,27.425623],[83.670362,27.425462],[83.669915,27.425187],[83.669352,27.42421],[83.668215,27.422292],[83.667812,27.421791],[83.66748,27.421821],[83.666945,27.422048],[83.666296,27.422169],[83.665769,27.421751],[83.663773,27.419843],[83.662175,27.418395],[83.661531,27.418753],[83.660786,27.419153],[83.660517,27.419248],[83.659738,27.419346],[83.658308,27.419329],[83.657192,27.419255],[83.656617,27.418963],[83.656222,27.418639],[83.655831,27.418173],[83.655283,27.417489],[83.654666,27.41696],[83.654094,27.416557],[83.653634,27.416206],[83.653338,27.416039],[83.653048,27.415943],[83.652673,27.415905],[83.651971,27.41596],[83.651528,27.416192],[83.650866,27.416831],[83.650078,27.417449],[83.649752,27.417683],[83.649123,27.418021],[83.648664,27.418323],[83.648443,27.418519],[83.648143,27.418874],[83.647679,27.419635],[83.648198,27.419918],[83.648644,27.420169],[83.649054,27.420503],[83.649329,27.420833],[83.649674,27.421468],[83.650561,27.423105],[83.65159,27.425288],[83.652207,27.426492],[83.652719,27.427204],[83.65374,27.428337],[83.65407,27.428233],[83.654806,27.427984],[83.655447,27.427733],[83.655785,27.427646],[83.656489,27.427688],[83.657426,27.427854],[83.657862,27.427895],[83.658134,27.427637],[83.658543,27.427272],[83.659045,27.427081],[83.660322,27.426755],[83.662405,27.426547],[83.663482,27.426389],[83.664306,27.42624],[83.666577,27.425872],[83.667879,27.425798],[83.669276,27.425814],[83.670186,27.425715],[83.67091,27.425623]]]]}",183671,"Ramgarhva",944,"Nautanwa",187,"Mahrajganj",9,"Uttar Pradesh",273305,"27.422121","83.659294",2283,1061,1222,85,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","65.6454834385707"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.853913,26.899168],[83.85385,26.898768],[83.853708,26.898282],[83.853501,26.897561],[83.853227,26.897276],[83.852724,26.897336],[83.85245,26.897671],[83.852324,26.89796],[83.852057,26.898121],[83.850553,26.898407],[83.849426,26.898484],[83.848441,26.898318],[83.847652,26.897993],[83.847433,26.897576],[83.847323,26.897159],[83.847215,26.89688],[83.846927,26.896462],[83.846695,26.896235],[83.845448,26.895868],[83.843453,26.895315],[83.841984,26.89513],[83.840641,26.895119],[83.838472,26.894865],[83.837311,26.894936],[83.835137,26.895264],[83.833293,26.895894],[83.831506,26.896789],[83.830784,26.897325],[83.830667,26.897751],[83.830341,26.901654],[83.830199,26.904003],[83.830005,26.907424],[83.829904,26.907753],[83.833101,26.90763],[83.836781,26.907921],[83.838899,26.907763],[83.843851,26.907064],[83.846354,26.906804],[83.8475,26.906915],[83.848422,26.906736],[83.850251,26.906273],[83.852069,26.905645],[83.852518,26.90544],[83.852647,26.905181],[83.852836,26.904849],[83.853024,26.90386],[83.853735,26.900246],[83.853913,26.899168]]]]}",801168,"Ramkola (NP)",956,"Hata",189,"Kushinagar",9,"Uttar Pradesh",274305,"26.901393","83.841908",14433,6793,7640,1731,1662,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","13.413625407368"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.725138,27.064916],[83.724608,27.062989],[83.723909,27.061775],[83.72351,27.061043],[83.72332,27.060175],[83.723246,27.059721],[83.722586,27.058824],[83.722108,27.060501],[83.721309,27.064255],[83.721165,27.064704],[83.720733,27.065277],[83.720303,27.06572],[83.720036,27.065821],[83.719114,27.065993],[83.718582,27.066025],[83.718069,27.066034],[83.717415,27.066018],[83.714216,27.065336],[83.711028,27.064526],[83.708554,27.063926],[83.707287,27.063507],[83.706388,27.063053],[83.705144,27.062246],[83.704552,27.061802],[83.703839,27.061032],[83.703364,27.060384],[83.702385,27.0623],[83.700885,27.064961],[83.700493,27.065842],[83.699858,27.068062],[83.699595,27.068903],[83.699249,27.069391],[83.698336,27.069684],[83.698752,27.070478],[83.698802,27.070764],[83.69879,27.071234],[83.701717,27.071275],[83.702115,27.071237],[83.70338,27.070766],[83.705455,27.069716],[83.706189,27.069445],[83.707157,27.069145],[83.708612,27.068775],[83.709271,27.068706],[83.709725,27.068705],[83.710134,27.068751],[83.710406,27.068878],[83.711557,27.069391],[83.712004,27.069724],[83.712655,27.070469],[83.712837,27.070817],[83.713063,27.071724],[83.713226,27.072416],[83.713535,27.072874],[83.713905,27.073228],[83.715849,27.074524],[83.716001,27.074253],[83.717142,27.073412],[83.717525,27.073197],[83.71784,27.073098],[83.718293,27.073039],[83.718702,27.073049],[83.719008,27.073057],[83.719342,27.072971],[83.720827,27.071636],[83.721576,27.070586],[83.722833,27.068679],[83.723347,27.067207],[83.723564,27.066682],[83.723863,27.066202],[83.724163,27.065807],[83.724625,27.065375],[83.725138,27.064916]]]]}",184587,"Pauharia",947,"Maharajganj",187,"Mahrajganj",9,"Uttar Pradesh",273302,"27.066674","83.711737",1857,883,974,592,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","31.9258230426061"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.660005,27.226901],[83.659131,27.226052],[83.658902,27.225696],[83.658739,27.225341],[83.658567,27.224787],[83.658381,27.223844],[83.658277,27.223137],[83.658345,27.221193],[83.658369,27.219146],[83.658196,27.217914],[83.658057,27.217216],[83.657727,27.216122],[83.657057,27.214465],[83.656618,27.214946],[83.653853,27.217225],[83.653472,27.217514],[83.653311,27.217753],[83.653355,27.218211],[83.653699,27.219989],[83.653681,27.220901],[83.653316,27.221428],[83.652853,27.221959],[83.6526,27.222191],[83.652292,27.222351],[83.651407,27.222664],[83.650442,27.222951],[83.649723,27.223109],[83.64944,27.223155],[83.647767,27.223252],[83.646996,27.223331],[83.646595,27.223519],[83.646096,27.223794],[83.64577,27.223948],[83.645407,27.22404],[83.645001,27.224059],[83.644701,27.224139],[83.644192,27.224823],[83.643833,27.225132],[83.64345,27.225239],[83.643081,27.225201],[83.642125,27.225047],[83.643079,27.22683],[83.643239,27.227259],[83.643372,27.227874],[83.643518,27.228921],[83.643573,27.229579],[83.64507,27.229565],[83.646548,27.229522],[83.647744,27.22953],[83.648487,27.229481],[83.64898,27.229319],[83.65051,27.228761],[83.652008,27.228239],[83.653,27.227985],[83.6536,27.227872],[83.654201,27.227735],[83.654935,27.227601],[83.655886,27.227468],[83.657009,27.227274],[83.658603,27.227065],[83.659439,27.227006],[83.660005,27.226901]]]]}",184059,"Moravan Dakshini",945,"Nichlaul",187,"Mahrajganj",9,"Uttar Pradesh",273207,"27.222022","83.65555",952,451,501,98,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","47.5960853180035"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.660943,27.174666],[83.660123,27.174506],[83.65981,27.174401],[83.659431,27.174207],[83.659154,27.174035],[83.658897,27.173872],[83.658635,27.173657],[83.658309,27.17336],[83.658151,27.173122],[83.657948,27.172631],[83.657821,27.172148],[83.65759,27.171288],[83.655363,27.171378],[83.653903,27.171475],[83.651918,27.171923],[83.650763,27.172131],[83.647646,27.172492],[83.64447,27.172762],[83.644108,27.172818],[83.641396,27.173865],[83.641043,27.17393],[83.640734,27.173735],[83.639069,27.172103],[83.639067,27.172534],[83.639077,27.175478],[83.638957,27.177645],[83.638914,27.17799],[83.638656,27.178371],[83.638756,27.178849],[83.639215,27.179377],[83.63972,27.179782],[83.640152,27.180039],[83.640846,27.1803],[83.643262,27.180572],[83.645931,27.180678],[83.646409,27.180828],[83.646785,27.181206],[83.647644,27.180303],[83.648063,27.180159],[83.649542,27.180119],[83.650132,27.180059],[83.651573,27.179749],[83.652023,27.179747],[83.653458,27.179813],[83.654136,27.179925],[83.654601,27.180045],[83.655956,27.18074],[83.656945,27.180292],[83.658946,27.179625],[83.659342,27.179258],[83.659971,27.178287],[83.660328,27.177578],[83.660943,27.174666]]]]}",184510,"Kuinya",947,"Maharajganj",187,"Mahrajganj",9,"Uttar Pradesh",273207,"27.176247","83.649799",2557,1285,1272,834,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","44.3645898273321"
"{""type"":""MultiPolygon"",""coordinates"":[[[[84.17118,26.834693],[84.171885,26.834887],[84.172536,26.835178],[84.173746,26.835794],[84.1762,26.837299],[84.177022,26.838],[84.178387,26.839356],[84.178776,26.839796],[84.178883,26.840072],[84.178928,26.840397],[84.178877,26.841632],[84.178508,26.845007],[84.182468,26.844197],[84.183538,26.843764],[84.190361,26.840624],[84.194223,26.838884],[84.19501,26.838377],[84.196042,26.837534],[84.200574,26.833715],[84.200864,26.833471],[84.201899,26.832479],[84.202301,26.831998],[84.202386,26.831722],[84.202415,26.831203],[84.202317,26.830544],[84.202074,26.829608],[84.201689,26.828722],[84.201032,26.827454],[84.200742,26.82707],[84.200437,26.826895],[84.20001,26.826804],[84.199654,26.826784],[84.199052,26.826934],[84.197355,26.82775],[84.196012,26.828431],[84.195605,26.828566],[84.194753,26.828663],[84.194164,26.828605],[84.193341,26.828408],[84.193001,26.828232],[84.192424,26.827759],[84.191029,26.826328],[84.1903,26.82559],[84.189225,26.824727],[84.188854,26.824329],[84.188568,26.823879],[84.188379,26.823471],[84.188285,26.823149],[84.187739,26.823625],[84.18648,26.824824],[84.185518,26.825971],[84.184494,26.826746],[84.18406,26.827155],[84.183624,26.827454],[84.182959,26.827709],[84.182059,26.827982],[84.178782,26.828627],[84.177591,26.828974],[84.175639,26.829836],[84.173488,26.83082],[84.172793,26.831268],[84.172098,26.832412],[84.172511,26.833139],[84.1724,26.833521],[84.17118,26.834693]]]]}",189491,"Dasahwa",958,"Tamkuhi Raj",189,"Kushinagar",9,"Uttar Pradesh",274302,"26.834078","84.186797",4940,2391,2549,1058,31,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","22.1969961701465"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.847156,26.880751],[83.845671,26.8798],[83.845161,26.879603],[83.844625,26.879503],[83.842329,26.879203],[83.841751,26.879196],[83.841341,26.879239],[83.841063,26.879306],[83.839435,26.879815],[83.838846,26.879849],[83.838376,26.879793],[83.837175,26.879467],[83.83637,26.879171],[83.836019,26.879713],[83.834222,26.881917],[83.833982,26.882124],[83.833541,26.882254],[83.833654,26.882685],[83.833551,26.883578],[83.833499,26.884012],[83.833029,26.885383],[83.832667,26.887682],[83.832539,26.888127],[83.832003,26.889042],[83.831119,26.890877],[83.831146,26.891401],[83.831145,26.891887],[83.831674,26.891971],[83.832473,26.891988],[83.833285,26.891981],[83.836413,26.891187],[83.841782,26.890455],[83.843659,26.889804],[83.84424,26.889541],[83.846849,26.881644],[83.847156,26.880751]]]]}",188842,"Bhathahi Khurd",956,"Hata",189,"Kushinagar",9,"Uttar Pradesh",274305,"26.885579","83.839137",1315,645,670,157,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","13.8372229582811"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.708065,27.341633],[83.707998,27.341221],[83.707793,27.340988],[83.70751,27.340757],[83.707144,27.340544],[83.706522,27.340232],[83.705809,27.33991],[83.705435,27.33978],[83.704972,27.339703],[83.704307,27.339633],[83.703752,27.339512],[83.702864,27.339748],[83.701823,27.340168],[83.701179,27.340557],[83.699946,27.341338],[83.698762,27.341966],[83.698084,27.342462],[83.698294,27.34286],[83.699256,27.343854],[83.699638,27.344398],[83.700365,27.346113],[83.701666,27.349379],[83.70224,27.350726],[83.702399,27.351075],[83.702584,27.351306],[83.702942,27.351542],[83.703986,27.351901],[83.70492,27.352197],[83.705231,27.352311],[83.705634,27.352279],[83.706465,27.350798],[83.706797,27.349922],[83.706983,27.349263],[83.707058,27.348702],[83.707153,27.346481],[83.707417,27.344767],[83.707682,27.343361],[83.707908,27.342035],[83.708065,27.341633]]]]}",183897,"Bandi",945,"Nichlaul",187,"Mahrajganj",9,"Uttar Pradesh",273304,"27.345911","83.703074",863,434,429,414,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","56.1371826514119"
