village_code,village_name,tehsil_code,tehsil_name,district_code,district_name,state_code,state_name,pincode,latitude,longitude,population,female,male,sc_population,st_population,isstarvillage,isstarpocket,issector,istownsector,label_star_pocket,label_star_pocket_pool,label_sector,label_sector_pool,catchment_branch_solid,catchment_branch_tag,catchment_branch_lat,catchment_branch_lng,catchment_branch_dist,geom
93812,Alod,622,Hindoli,121,Bundi,8,Rajasthan,323024,25.53666,75.586046,4380,2158,2222,345,254,,TRUE,,,RJ6859SP093811,RJ6859SP093811-4,,,6859,RIBG,25.4426022,75.6397934,11.76810721,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.604981,25.533167],[75.603222,25.532127],[75.601029,25.530927],[75.599067,25.529826],[75.59764,25.528925],[75.59655,25.528279],[75.595524,25.527259],[75.594964,25.526567],[75.594162,25.525579],[75.592087,25.523901],[75.591308,25.523463],[75.588756,25.52532],[75.588182,25.525691],[75.587555,25.525812],[75.584394,25.526195],[75.583281,25.526463],[75.581939,25.5269],[75.580597,25.527311],[75.57817,25.528106],[75.575159,25.528629],[75.572068,25.529233],[75.567111,25.529234],[75.567159,25.530024],[75.567246,25.53032],[75.567489,25.53077],[75.567669,25.531078],[75.567789,25.531735],[75.567911,25.533041],[75.568125,25.53362],[75.568877,25.534952],[75.569075,25.53566],[75.569259,25.536356],[75.569328,25.536833],[75.569295,25.537215],[75.568667,25.537645],[75.568095,25.537887],[75.567527,25.537999],[75.56713,25.538215],[75.567847,25.538451],[75.569689,25.539447],[75.570275,25.539638],[75.57269,25.540211],[75.574656,25.540737],[75.577524,25.54148],[75.580528,25.542548],[75.583634,25.543559],[75.585947,25.544343],[75.586889,25.544609],[75.587855,25.544898],[75.589314,25.545131],[75.590497,25.545219],[75.590914,25.54533],[75.59171,25.545668],[75.59392,25.547027],[75.597189,25.548904],[75.598646,25.549858],[75.598676,25.548493],[75.598619,25.547556],[75.598328,25.54646],[75.598052,25.545811],[75.597957,25.545201],[75.597923,25.544347],[75.598037,25.542575],[75.598245,25.5414],[75.598789,25.539538],[75.599239,25.538771],[75.600735,25.536565],[75.601939,25.534236],[75.602396,25.533403],[75.60284,25.533008],[75.60384,25.532931],[75.604981,25.533167]]]]}"
93823,Mundgasa,622,Hindoli,121,Bundi,8,Rajasthan,323024,25.553631,75.622115,1139,576,563,299,474,,,TRUE,,,,RJ6859SC05,RJ6859SC05-2,6859,RIBG,25.4426022,75.6397934,12.47268324,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.63191,25.54953],[75.631666,25.546201],[75.631343,25.543625],[75.630885,25.540489],[75.630599,25.539194],[75.628875,25.539699],[75.628181,25.53985],[75.627714,25.539856],[75.626934,25.539889],[75.626078,25.539826],[75.625192,25.53961],[75.622447,25.539312],[75.620017,25.539011],[75.620099,25.539816],[75.620263,25.540237],[75.620411,25.540716],[75.620429,25.54121],[75.61998,25.543114],[75.619325,25.54511],[75.619091,25.545793],[75.618733,25.546237],[75.61743,25.547432],[75.614372,25.550334],[75.613438,25.551061],[75.613013,25.551252],[75.612647,25.551428],[75.61232,25.551745],[75.612434,25.554391],[75.612691,25.555582],[75.613565,25.55659],[75.614224,25.557173],[75.616113,25.558521],[75.616803,25.559253],[75.617715,25.560751],[75.618969,25.5625],[75.620828,25.564379],[75.62154,25.564854],[75.622999,25.565499],[75.624851,25.566157],[75.627838,25.56751],[75.628236,25.567807],[75.628722,25.568252],[75.628772,25.56706],[75.628726,25.565878],[75.628619,25.565402],[75.628103,25.564065],[75.627827,25.563179],[75.627613,25.562244],[75.62752,25.561798],[75.627483,25.561481],[75.627505,25.561149],[75.627621,25.560687],[75.628001,25.559654],[75.628756,25.558479],[75.629794,25.557071],[75.630163,25.556541],[75.630305,25.556164],[75.630478,25.555686],[75.630532,25.55462],[75.630519,25.553158],[75.630802,25.552448],[75.631436,25.551102],[75.631807,25.550289],[75.63191,25.54953]]]]}"
93702,Sarsod,622,Hindoli,121,Bundi,8,Rajasthan,323024,25.663244,75.669066,955,493,462,482,4,,TRUE,,,RJ6859SP093703,RJ6859SP093703-2,,,6859,RIBG,25.4426022,75.6397934,24.70936849,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.683367,25.668578],[75.683285,25.664535],[75.683205,25.663889],[75.682844,25.660906],[75.682625,25.660314],[75.6821,25.65955],[75.681878,25.659162],[75.681699,25.658526],[75.681546,25.657772],[75.681488,25.657322],[75.681517,25.656329],[75.681523,25.655347],[75.68109,25.655292],[75.679236,25.654993],[75.676515,25.654375],[75.674754,25.654129],[75.671874,25.653897],[75.668435,25.653325],[75.666993,25.653054],[75.665607,25.652939],[75.665497,25.653485],[75.665209,25.654342],[75.664687,25.65527],[75.663844,25.656437],[75.662833,25.658382],[75.661673,25.660468],[75.660555,25.66212],[75.659838,25.663048],[75.65905,25.663824],[75.657806,25.66472],[75.656661,25.665661],[75.655989,25.666427],[75.654961,25.667763],[75.654825,25.668013],[75.654766,25.668495],[75.654836,25.668911],[75.655045,25.669452],[75.655132,25.670199],[75.655202,25.670628],[75.65542,25.670941],[75.65578,25.671235],[75.656105,25.671349],[75.656687,25.671411],[75.65854,25.671445],[75.660529,25.671397],[75.661099,25.671363],[75.662064,25.671124],[75.66373,25.670409],[75.665064,25.669881],[75.665873,25.669614],[75.666561,25.669524],[75.667302,25.669491],[75.668208,25.669638],[75.66996,25.669959],[75.670669,25.670163],[75.672015,25.670964],[75.673638,25.67228],[75.674298,25.672812],[75.674834,25.673549],[75.677612,25.672858],[75.680195,25.672168],[75.681598,25.671651],[75.683207,25.670815],[75.683367,25.668578]]]]}"
93819,Balapura,622,Hindoli,121,Bundi,8,Rajasthan,323024,25.54552,75.567204,1279,608,671,22,39,,,TRUE,,,,RJ6859SC03,RJ6859SC03-1,6859,RIBG,25.4426022,75.6397934,13.56629169,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.597189,25.548904],[75.59392,25.547027],[75.59171,25.545668],[75.590914,25.54533],[75.590497,25.545219],[75.589314,25.545131],[75.587855,25.544898],[75.586889,25.544609],[75.585947,25.544343],[75.583634,25.543559],[75.580528,25.542548],[75.577524,25.54148],[75.574656,25.540737],[75.57269,25.540211],[75.570275,25.539638],[75.569689,25.539447],[75.567847,25.538451],[75.56713,25.538215],[75.566841,25.53822],[75.564058,25.538698],[75.562945,25.538958],[75.562571,25.539188],[75.561857,25.539718],[75.561058,25.540093],[75.56046,25.540112],[75.559381,25.53962],[75.557248,25.538275],[75.555318,25.537401],[75.551336,25.536188],[75.550133,25.535794],[75.549237,25.535739],[75.546932,25.535932],[75.545592,25.536215],[75.543119,25.536948],[75.541312,25.537586],[75.538263,25.53904],[75.537738,25.540623],[75.537359,25.54171],[75.537306,25.542656],[75.537341,25.543157],[75.537439,25.544381],[75.537283,25.548689],[75.53722,25.551059],[75.544072,25.551971],[75.545743,25.552146],[75.549274,25.552951],[75.550583,25.553235],[75.554307,25.553344],[75.555186,25.553505],[75.558662,25.554091],[75.560151,25.554371],[75.560803,25.554609],[75.561764,25.555017],[75.562324,25.555301],[75.56346,25.554137],[75.563718,25.553679],[75.564897,25.551423],[75.565906,25.549426],[75.566237,25.548828],[75.566678,25.548689],[75.567952,25.548785],[75.571569,25.549617],[75.572981,25.549871],[75.574294,25.55027],[75.575557,25.550873],[75.576044,25.55104],[75.577097,25.551152],[75.580196,25.550952],[75.584927,25.55069],[75.587643,25.549814],[75.588792,25.549662],[75.589336,25.549551],[75.589954,25.549278],[75.591872,25.548722],[75.593438,25.548504],[75.594076,25.548537],[75.595793,25.548796],[75.597189,25.548904]]]]}"
93828,Dablana,622,Hindoli,121,Bundi,8,Rajasthan,323024,25.596345,75.644078,3764,1796,1968,698,28,TRUE,TRUE,,,RJ6859SP093828,RJ6859SP093828-2,,,6859,RIBG,25.4426022,75.6397934,17.10082501,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.675415,25.611985],[75.675001,25.610412],[75.67483,25.60937],[75.67481,25.608468],[75.674848,25.604857],[75.6745,25.601867],[75.674072,25.600008],[75.673546,25.597866],[75.673023,25.596151],[75.672811,25.594862],[75.67275,25.594207],[75.672933,25.59298],[75.673417,25.591075],[75.673607,25.590264],[75.673821,25.589052],[75.673868,25.588441],[75.673802,25.587994],[75.673629,25.587505],[75.673239,25.586528],[75.672553,25.585151],[75.672266,25.584454],[75.672167,25.583998],[75.671912,25.582753],[75.671761,25.582213],[75.671571,25.581894],[75.670904,25.580923],[75.668436,25.580878],[75.666108,25.580868],[75.665085,25.580816],[75.662768,25.580367],[75.660783,25.579971],[75.658465,25.579722],[75.653653,25.579374],[75.651291,25.57913],[75.64802,25.578295],[75.643909,25.577151],[75.640757,25.576475],[75.63957,25.576332],[75.636611,25.576221],[75.634067,25.576257],[75.628491,25.576216],[75.622168,25.576335],[75.619039,25.576559],[75.617399,25.576793],[75.616287,25.577022],[75.614796,25.577379],[75.612741,25.578161],[75.613013,25.5799],[75.61333,25.581944],[75.613357,25.58569],[75.613616,25.58862],[75.613867,25.591069],[75.613982,25.59188],[75.614087,25.592481],[75.614284,25.593045],[75.614802,25.593701],[75.616326,25.594121],[75.617746,25.594431],[75.618216,25.59453],[75.618619,25.594654],[75.618902,25.594843],[75.619669,25.595489],[75.62006,25.595982],[75.620217,25.596255],[75.620636,25.596457],[75.621085,25.596509],[75.621773,25.596547],[75.622209,25.596504],[75.622866,25.59623],[75.625346,25.594778],[75.626212,25.594252],[75.626555,25.594074],[75.627066,25.59395],[75.627388,25.593976],[75.628404,25.594353],[75.629772,25.594756],[75.630959,25.59508],[75.631816,25.595173],[75.634482,25.595154],[75.63566,25.595194],[75.636053,25.595289],[75.638115,25.596185],[75.63989,25.597103],[75.640613,25.597668],[75.641146,25.598072],[75.641656,25.598314],[75.642887,25.598787],[75.644617,25.59942],[75.644905,25.599622],[75.645052,25.599866],[75.645172,25.600539],[75.645001,25.602123],[75.644754,25.603346],[75.644534,25.604626],[75.644433,25.606082],[75.644234,25.609374],[75.644251,25.61064],[75.644482,25.613987],[75.64447,25.616474],[75.648819,25.616089],[75.649546,25.61598],[75.651982,25.61535],[75.6528,25.61513],[75.653324,25.615007],[75.654297,25.61497],[75.65736,25.615036],[75.658188,25.614999],[75.659746,25.614742],[75.664271,25.613902],[75.667626,25.61325],[75.671066,25.612491],[75.673099,25.612143],[75.674589,25.611972],[75.675415,25.611985]]]]}"
93855,Trishulya,622,Hindoli,121,Bundi,8,Rajasthan,323024,25.506158,75.600565,1290,603,687,534,362,,,TRUE,,,,RJ6859SC06,RJ6859SC06-2,6859,RIBG,25.4426022,75.6397934,8.090168774,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.61552,25.498937],[75.614035,25.499168],[75.613266,25.499354],[75.611049,25.500061],[75.607606,25.500908],[75.606704,25.501112],[75.605844,25.501158],[75.602385,25.5012],[75.600613,25.50135],[75.598924,25.501612],[75.597742,25.501933],[75.595853,25.50252],[75.592957,25.503593],[75.590197,25.504338],[75.588078,25.505025],[75.587387,25.505341],[75.586496,25.50604],[75.586167,25.506463],[75.5861,25.506771],[75.586032,25.507708],[75.58561,25.511507],[75.586055,25.511448],[75.586735,25.511748],[75.589309,25.512761],[75.590141,25.512978],[75.592336,25.513379],[75.594537,25.513377],[75.596913,25.513292],[75.599074,25.513074],[75.6001,25.512845],[75.600853,25.512621],[75.601935,25.51207],[75.60284,25.511428],[75.603197,25.511088],[75.60375,25.510035],[75.604734,25.508326],[75.60541,25.506949],[75.605782,25.50618],[75.606343,25.505919],[75.607572,25.505594],[75.608521,25.504753],[75.609981,25.503714],[75.612167,25.502588],[75.613597,25.501854],[75.614424,25.501189],[75.614829,25.50072],[75.615194,25.499895],[75.61552,25.498937]]]]}"
93816,Dhanao,622,Hindoli,121,Bundi,8,Rajasthan,323024,25.524638,75.626416,1081,522,559,15,0,,,TRUE,,,,RJ6859SC06,RJ6859SC06-2,6859,RIBG,25.4426022,75.6397934,9.220265326,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.636339,25.524708],[75.636272,25.521838],[75.636175,25.521184],[75.635985,25.520725],[75.635824,25.519688],[75.635088,25.519347],[75.6326,25.519138],[75.63061,25.519191],[75.627551,25.51883],[75.626551,25.51869],[75.625655,25.518271],[75.623123,25.517012],[75.622199,25.516605],[75.618635,25.515636],[75.618482,25.517761],[75.618218,25.519207],[75.617459,25.521032],[75.616794,25.522804],[75.616531,25.523711],[75.616493,25.524156],[75.616604,25.525041],[75.616974,25.526289],[75.617134,25.527106],[75.617484,25.528352],[75.617962,25.52949],[75.618517,25.531887],[75.619955,25.533169],[75.620408,25.533453],[75.620672,25.533573],[75.620968,25.53364],[75.621672,25.533587],[75.625215,25.53273],[75.628211,25.531938],[75.630652,25.5316],[75.63425,25.530856],[75.636072,25.530331],[75.636078,25.526524],[75.636318,25.525312],[75.636339,25.524708]]]]}"
94350,Shyopuriya Ki Baori,626,Bundi,121,Bundi,8,Rajasthan,323001,25.451525,75.677584,1579,766,813,1044,168,,,,TRUE,,,,,6859,RIBG,25.4426022,75.6397934,3.922015802,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.691105,25.451807],[75.691062,25.450783],[75.690995,25.449872],[75.690784,25.449094],[75.690319,25.448104],[75.689292,25.446136],[75.687809,25.444056],[75.684329,25.440703],[75.680979,25.438328],[75.68075,25.438692],[75.680341,25.439151],[75.679841,25.439647],[75.679221,25.439935],[75.678394,25.440186],[75.677273,25.440369],[75.676717,25.440506],[75.676294,25.440579],[75.675734,25.440637],[75.675325,25.440838],[75.674786,25.441345],[75.674296,25.441451],[75.673916,25.441527],[75.673646,25.441667],[75.67275,25.442288],[75.672346,25.442651],[75.672103,25.442831],[75.671533,25.443101],[75.670856,25.443281],[75.670002,25.443374],[75.668797,25.443348],[75.667979,25.443357],[75.667053,25.443436],[75.666697,25.443632],[75.666517,25.44391],[75.666247,25.444562],[75.666075,25.445179],[75.665725,25.445832],[75.665174,25.446532],[75.664063,25.447796],[75.664497,25.447701],[75.665143,25.447679],[75.666061,25.447908],[75.666954,25.448428],[75.668948,25.450587],[75.671519,25.452622],[75.674672,25.454021],[75.678029,25.455763],[75.682292,25.458309],[75.68715,25.461695],[75.690464,25.464551],[75.690762,25.464722],[75.690954,25.460219],[75.690921,25.458706],[75.690784,25.458122],[75.690647,25.457536],[75.69065,25.457052],[75.690782,25.45487],[75.691015,25.453408],[75.691054,25.452598],[75.691105,25.451807]]]]}"
93822,Khatawada,622,Hindoli,121,Bundi,8,Rajasthan,323024,25.566871,75.626398,1367,651,716,259,1,,,TRUE,,,,RJ6859SC05,RJ6859SC05-2,6859,RIBG,25.4426022,75.6397934,13.88330133,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.643909,25.577151],[75.643457,25.576756],[75.64251,25.576179],[75.641453,25.57573],[75.640328,25.575256],[75.639858,25.574868],[75.639083,25.574093],[75.638105,25.573129],[75.637565,25.572452],[75.636455,25.570648],[75.636064,25.570167],[75.635251,25.569455],[75.634585,25.569416],[75.633032,25.5692],[75.629312,25.568518],[75.628722,25.568252],[75.628236,25.567807],[75.627838,25.56751],[75.624851,25.566157],[75.622999,25.565499],[75.62154,25.564854],[75.620828,25.564379],[75.618969,25.5625],[75.617715,25.560751],[75.616803,25.559253],[75.616113,25.558521],[75.614224,25.557173],[75.613565,25.55659],[75.612691,25.555582],[75.612916,25.556996],[75.612999,25.559193],[75.612988,25.562626],[75.612873,25.564034],[75.612667,25.564766],[75.612411,25.565296],[75.611502,25.566359],[75.610197,25.567764],[75.60967,25.568278],[75.6091,25.57037],[75.608971,25.571721],[75.608888,25.572577],[75.609732,25.573003],[75.60997,25.573159],[75.610175,25.573383],[75.610431,25.574248],[75.610564,25.574823],[75.610716,25.575147],[75.611546,25.57643],[75.612741,25.578161],[75.614796,25.577379],[75.616287,25.577022],[75.617399,25.576793],[75.619039,25.576559],[75.622168,25.576335],[75.628491,25.576216],[75.634067,25.576257],[75.636611,25.576221],[75.63957,25.576332],[75.640757,25.576475],[75.643909,25.577151]]]]}"
93806,Jar Ka Nayagaon,622,Hindoli,121,Bundi,8,Rajasthan,323024,25.488384,75.546351,504,241,263,0,502,,,TRUE,,,,RJ6859SC01,RJ6859SC01-1,6859,RIBG,25.4426022,75.6397934,10.673119,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.5669,25.501633],[75.566268,25.500119],[75.565759,25.499218],[75.565282,25.497905],[75.564984,25.497318],[75.564055,25.495857],[75.561755,25.493087],[75.561075,25.492538],[75.560122,25.492195],[75.558459,25.491592],[75.554928,25.490508],[75.55153,25.489133],[75.549847,25.488708],[75.548828,25.488537],[75.547777,25.488433],[75.546949,25.488292],[75.546068,25.488135],[75.545791,25.488004],[75.545544,25.487651],[75.545206,25.487013],[75.545057,25.486422],[75.545104,25.486134],[75.545409,25.485908],[75.545647,25.485702],[75.545734,25.48487],[75.545889,25.482025],[75.545769,25.477233],[75.545471,25.474817],[75.54531,25.474456],[75.544889,25.474085],[75.544331,25.473802],[75.54391,25.474109],[75.543291,25.474408],[75.542813,25.474505],[75.541302,25.474598],[75.53754,25.474615],[75.53543,25.474589],[75.531107,25.474178],[75.527494,25.473627],[75.526336,25.480827],[75.525803,25.483108],[75.525822,25.48359],[75.526339,25.484661],[75.528373,25.487255],[75.528787,25.487553],[75.529792,25.488217],[75.530544,25.488795],[75.530893,25.489184],[75.532008,25.491061],[75.533084,25.492839],[75.533758,25.49458],[75.534499,25.495882],[75.535226,25.4972],[75.536157,25.497981],[75.536506,25.498221],[75.537278,25.498572],[75.538235,25.498964],[75.53953,25.499627],[75.541515,25.500767],[75.542429,25.501298],[75.543328,25.501558],[75.545721,25.502231],[75.547789,25.502834],[75.548614,25.503035],[75.55009,25.50314],[75.551468,25.503142],[75.552466,25.503128],[75.552944,25.503098],[75.553381,25.502974],[75.55467,25.502464],[75.55558,25.502131],[75.556198,25.502015],[75.556871,25.501952],[75.557696,25.501972],[75.559012,25.502315],[75.559876,25.502572],[75.560648,25.50271],[75.56155,25.502857],[75.562624,25.502955],[75.564158,25.502969],[75.564538,25.502964],[75.56486,25.502914],[75.565678,25.502518],[75.5669,25.501633]]]]}"
93814,Nandgaon,622,Hindoli,121,Bundi,8,Rajasthan,323024,25.532396,75.611749,1364,634,730,119,1149,,,TRUE,,,,RJ6859SC06,RJ6859SC06-2,6859,RIBG,25.4426022,75.6397934,10.37382542,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.618517,25.531887],[75.617962,25.52949],[75.617484,25.528352],[75.617134,25.527106],[75.612308,25.527132],[75.611471,25.526905],[75.610109,25.526579],[75.606307,25.526039],[75.605982,25.527678],[75.605603,25.528922],[75.605393,25.53026],[75.604981,25.533167],[75.605591,25.533527],[75.606599,25.534492],[75.60722,25.535472],[75.607708,25.536127],[75.608673,25.536975],[75.609836,25.537861],[75.610271,25.538132],[75.610624,25.538267],[75.61127,25.538382],[75.612146,25.538454],[75.613761,25.53872],[75.615097,25.538754],[75.615737,25.538663],[75.617517,25.538357],[75.617608,25.536488],[75.617753,25.534872],[75.617788,25.534247],[75.618024,25.533468],[75.618417,25.532513],[75.618517,25.531887]]]]}"
93845,Fazalpura,622,Hindoli,121,Bundi,8,Rajasthan,323001,25.54048,75.685869,269,115,154,0,0,,,TRUE,,,,RJ6859SC13,RJ6859SC13-3,6859,RIBG,25.4426022,75.6397934,11.82530641,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.700711,25.53043],[75.700542,25.530085],[75.699938,25.529214],[75.698806,25.528223],[75.697711,25.527361],[75.696565,25.526837],[75.696158,25.526717],[75.695404,25.526704],[75.69411,25.526794],[75.692587,25.526992],[75.691604,25.527219],[75.690834,25.527561],[75.68744,25.529365],[75.685745,25.530126],[75.685012,25.530304],[75.683739,25.530568],[75.681406,25.531177],[75.679413,25.532176],[75.678083,25.532967],[75.677678,25.5333],[75.677369,25.533708],[75.676636,25.534617],[75.67567,25.535862],[75.67453,25.536788],[75.672748,25.537642],[75.671028,25.538511],[75.671666,25.539419],[75.672122,25.539837],[75.67262,25.540109],[75.673176,25.540248],[75.674103,25.540596],[75.674698,25.541156],[75.67521,25.54171],[75.675779,25.542523],[75.67618,25.543183],[75.676568,25.543682],[75.676956,25.544007],[75.677458,25.544352],[75.678151,25.544974],[75.678554,25.545461],[75.678928,25.545973],[75.679275,25.54654],[75.679649,25.546972],[75.68004,25.547318],[75.681291,25.548215],[75.682446,25.548964],[75.683489,25.549766],[75.685192,25.551563],[75.686502,25.552853],[75.686725,25.553123],[75.686808,25.553513],[75.686935,25.554257],[75.688447,25.55338],[75.689232,25.552601],[75.690052,25.551197],[75.691411,25.548978],[75.692377,25.546944],[75.693818,25.543358],[75.694353,25.542329],[75.69546,25.540558],[75.696953,25.538142],[75.698769,25.534911],[75.699587,25.533175],[75.700311,25.531438],[75.700711,25.53043]]]]}"
93722,Motipura,622,Hindoli,121,Bundi,8,Rajasthan,323025,25.618706,75.464075,667,314,353,156,297,,TRUE,,,RJ6862SP093724,RJ6862SP093724-4,,,6859,RIBG,25.4426022,75.6397934,26.34965386,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.473547,25.616271],[75.473468,25.615408],[75.473149,25.615098],[75.471893,25.61387],[75.471045,25.612913],[75.469897,25.611772],[75.469242,25.611206],[75.468974,25.611067],[75.466926,25.610213],[75.465463,25.609772],[75.465012,25.609698],[75.464022,25.609712],[75.463687,25.609697],[75.463374,25.610431],[75.46298,25.611003],[75.461579,25.612425],[75.460153,25.613628],[75.459228,25.614256],[75.457593,25.614992],[75.455509,25.615813],[75.455126,25.616008],[75.454823,25.616373],[75.454677,25.616733],[75.454603,25.617027],[75.454619,25.617507],[75.4547,25.617821],[75.455784,25.61938],[75.457003,25.620832],[75.459153,25.623589],[75.459361,25.624289],[75.459496,25.624607],[75.459955,25.625093],[75.461203,25.626462],[75.46217,25.627459],[75.462557,25.627651],[75.462902,25.627716],[75.463212,25.627705],[75.464045,25.627574],[75.465147,25.627432],[75.465175,25.626784],[75.465033,25.625991],[75.46502,25.625194],[75.46508,25.624469],[75.465258,25.623564],[75.465765,25.622449],[75.4659,25.622069],[75.466479,25.622],[75.467547,25.621859],[75.467907,25.621707],[75.468349,25.621261],[75.46857,25.621045],[75.469974,25.620358],[75.471195,25.619603],[75.472151,25.618708],[75.473071,25.617855],[75.473347,25.617274],[75.473547,25.616271]]]]}"
93810,Bahadurpura,622,Hindoli,121,Bundi,8,Rajasthan,323024,25.528519,75.563439,519,251,268,487,4,,TRUE,,,RJ6859SP093811,RJ6859SP093811-4,,,6859,RIBG,25.4426022,75.6397934,12.24775692,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.570468,25.518145],[75.567199,25.519003],[75.564517,25.519469],[75.563069,25.519676],[75.562718,25.519652],[75.562328,25.519543],[75.561996,25.519377],[75.56014,25.518067],[75.5578,25.517147],[75.556874,25.516962],[75.556411,25.516926],[75.556642,25.518806],[75.557092,25.521504],[75.557768,25.525496],[75.558312,25.528346],[75.559249,25.534326],[75.559764,25.536817],[75.56046,25.540112],[75.561058,25.540093],[75.561857,25.539718],[75.562571,25.539188],[75.562945,25.538958],[75.564058,25.538698],[75.566841,25.53822],[75.56713,25.538215],[75.567527,25.537999],[75.568095,25.537887],[75.568667,25.537645],[75.569295,25.537215],[75.569328,25.536833],[75.569259,25.536356],[75.569075,25.53566],[75.568877,25.534952],[75.568125,25.53362],[75.567911,25.533041],[75.567789,25.531735],[75.567669,25.531078],[75.567489,25.53077],[75.567246,25.53032],[75.567159,25.530024],[75.567111,25.529234],[75.567143,25.528395],[75.567037,25.526582],[75.567023,25.52617],[75.568112,25.524545],[75.569276,25.522824],[75.569554,25.521865],[75.569929,25.52039],[75.570468,25.518145]]]]}"
93767,Dhagariya,622,Hindoli,121,Bundi,8,Rajasthan,323024,25.559864,75.566937,1430,679,751,172,198,,,TRUE,,,,RJ6859SC03,RJ6859SC03-1,6859,RIBG,25.4426022,75.6397934,14.94920551,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.584927,25.55069],[75.580196,25.550952],[75.577097,25.551152],[75.576044,25.55104],[75.575557,25.550873],[75.574294,25.55027],[75.572981,25.549871],[75.571569,25.549617],[75.567952,25.548785],[75.566678,25.548689],[75.566237,25.548828],[75.565906,25.549426],[75.564897,25.551423],[75.563718,25.553679],[75.56346,25.554137],[75.562324,25.555301],[75.561488,25.556302],[75.560078,25.557615],[75.558808,25.558655],[75.556629,25.560441],[75.554861,25.562253],[75.553128,25.564156],[75.551669,25.565942],[75.550254,25.567923],[75.549711,25.568791],[75.548948,25.570452],[75.549645,25.57082],[75.549929,25.570965],[75.550228,25.571007],[75.550547,25.571039],[75.550965,25.571012],[75.551728,25.570852],[75.552472,25.570668],[75.554314,25.57014],[75.555244,25.569658],[75.55578,25.569308],[75.556405,25.568922],[75.557155,25.568827],[75.557677,25.568874],[75.558355,25.569125],[75.558889,25.56937],[75.559246,25.569467],[75.560977,25.56958],[75.565564,25.569664],[75.57,25.569739],[75.576031,25.570018],[75.579525,25.570166],[75.580883,25.570283],[75.582578,25.570383],[75.582457,25.569204],[75.582438,25.568731],[75.5825,25.568438],[75.582758,25.568035],[75.58296,25.567769],[75.583047,25.567469],[75.583127,25.564938],[75.58308,25.564482],[75.582941,25.564048],[75.582556,25.563382],[75.582266,25.562901],[75.582141,25.56243],[75.582168,25.561656],[75.582273,25.560793],[75.583248,25.558384],[75.584621,25.555788],[75.584781,25.555225],[75.584883,25.553087],[75.584927,25.55069]]]]}"
93772,Chatarganj,622,Hindoli,121,Bundi,8,Rajasthan,323023,25.539364,75.523307,2023,985,1038,482,10,TRUE,TRUE,,,RJ6859SP093772,RJ6859SP093772-5,,,6859,RIBG,25.4426022,75.6397934,15.88908606,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.539465,25.53649],[75.539305,25.535921],[75.537056,25.533748],[75.535252,25.532246],[75.534447,25.531283],[75.53312,25.529708],[75.53216,25.528825],[75.531897,25.52847],[75.531732,25.528077],[75.530499,25.527863],[75.529389,25.527849],[75.523675,25.528033],[75.521188,25.528136],[75.519355,25.528305],[75.517559,25.528556],[75.515847,25.528723],[75.513864,25.528864],[75.512245,25.528841],[75.511859,25.528771],[75.511452,25.528635],[75.511162,25.528556],[75.510412,25.528537],[75.50921,25.5285],[75.508205,25.52846],[75.50715,25.528194],[75.507234,25.528819],[75.507373,25.52912],[75.507654,25.529559],[75.50771,25.529893],[75.508323,25.530495],[75.509073,25.531598],[75.510379,25.533584],[75.512263,25.536377],[75.514696,25.540026],[75.515953,25.54197],[75.517021,25.543686],[75.518123,25.545272],[75.52057,25.548898],[75.521357,25.550016],[75.52187,25.550879],[75.522765,25.550273],[75.52464,25.548371],[75.526726,25.54668],[75.527959,25.545811],[75.52946,25.544642],[75.53118,25.543289],[75.533451,25.541415],[75.534078,25.540931],[75.534577,25.540629],[75.536172,25.539909],[75.538263,25.53904],[75.538993,25.537524],[75.539395,25.536879],[75.539465,25.53649]]]]}"
93813,Kabul,622,Hindoli,121,Bundi,8,Rajasthan,323024,25.528315,75.598807,847,418,429,11,828,,TRUE,,,RJ6859SP093811,RJ6859SP093811-4,,,6859,RIBG,25.4426022,75.6397934,10.38083721,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.606307,25.526039],[75.603522,25.524941],[75.60132,25.524614],[75.598024,25.523993],[75.596406,25.523815],[75.593213,25.52357],[75.591308,25.523463],[75.592087,25.523901],[75.594162,25.525579],[75.594964,25.526567],[75.595524,25.527259],[75.59655,25.528279],[75.59764,25.528925],[75.599067,25.529826],[75.601029,25.530927],[75.603222,25.532127],[75.604981,25.533167],[75.605393,25.53026],[75.605603,25.528922],[75.605982,25.527678],[75.606307,25.526039]]]]}"
