village_code,village_name,tehsil_code,tehsil_name,district_code,district_name,state_code,state_name,pincode,latitude,longitude,population,male,female,sc_population,st_population,isstarvillage,isstarpocket,issector,istownsector,label_sector,label_sector_pool,label_star_pocket,label_star_pocket_pool,catchment_branch_solid,catchment_branch_tag,catchment_branch_dist,catchment_branch_lat,catchment_branch_lng,geom
94029,Nandgaon,623,Nainwa,121,Bundi,8,Rajasthan,323802,25.619715,75.944478,498,266,232,93,0,false,false,true,false,RJ6860SC09,RJ6860SC09-4,,,6860,RIBG,6.43971317826377,25.677628,75.944801,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.959951,25.623145],[75.959934,25.622656],[75.959719,25.619821],[75.959461,25.618062],[75.959043,25.615603],[75.958618,25.612492],[75.95766,25.609204],[75.957228,25.608211],[75.957105,25.607956],[75.956998,25.607685],[75.957022,25.606603],[75.954572,25.605665],[75.952434,25.604864],[75.950598,25.604231],[75.949084,25.603714],[75.947484,25.603262],[75.946919,25.603024],[75.946221,25.602687],[75.944552,25.601868],[75.944046,25.601649],[75.943606,25.601594],[75.943137,25.601641],[75.942659,25.601766],[75.942324,25.602383],[75.94215,25.602847],[75.942027,25.603533],[75.941957,25.604305],[75.941892,25.605578],[75.94172,25.606614],[75.941311,25.60779],[75.940585,25.609537],[75.93962,25.611547],[75.938765,25.612725],[75.938648,25.613024],[75.938553,25.613593],[75.938517,25.613986],[75.938332,25.61426],[75.937992,25.614647],[75.936973,25.615732],[75.936249,25.616591],[75.935376,25.617885],[75.934462,25.619399],[75.932932,25.621446],[75.931883,25.623037],[75.931387,25.623943],[75.930185,25.626122],[75.929005,25.628282],[75.929943,25.629289],[75.93109,25.630341],[75.932232,25.631547],[75.933352,25.632901],[75.935363,25.636132],[75.93625,25.637836],[75.937575,25.637567],[75.938367,25.637499],[75.939037,25.637595],[75.939709,25.637613],[75.942084,25.637475],[75.944272,25.637308],[75.944874,25.637178],[75.945982,25.636848],[75.946827,25.636521],[75.947322,25.636411],[75.949463,25.636233],[75.951926,25.636054],[75.952989,25.636044],[75.953329,25.636222],[75.953897,25.636949],[75.955009,25.634223],[75.955354,25.633235],[75.955536,25.632617],[75.955602,25.631359],[75.955672,25.629979],[75.955719,25.629649],[75.956772,25.628561],[75.957975,25.627708],[75.958381,25.627408],[75.95849,25.627112],[75.958816,25.62635],[75.958924,25.626027],[75.959026,25.625501],[75.959061,25.625055],[75.959079,25.624688],[75.959211,25.624395],[75.959865,25.62369],[75.959951,25.623145]]]]}"
93938,Kareeri,623,Nainwa,121,Bundi,8,Rajasthan,323802,25.774702,75.981642,771,408,363,168,25,true,true,false,false,,,RJ6860SP093938,RJ6860SP093938-1,6860,RIBG,11.407585709965,25.677628,75.944801,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.995774,25.784393],[75.994948,25.783974],[75.993774,25.783333],[75.993049,25.782811],[75.992591,25.782285],[75.992081,25.781525],[75.991641,25.780895],[75.991308,25.780188],[75.99092,25.779336],[75.990719,25.778909],[75.989858,25.777707],[75.989327,25.777087],[75.988734,25.776463],[75.987791,25.775519],[75.987461,25.775128],[75.987353,25.774835],[75.987118,25.773919],[75.986814,25.772884],[75.986604,25.772192],[75.986275,25.770388],[75.985919,25.768417],[75.985637,25.767401],[75.985423,25.766633],[75.985154,25.764186],[75.984666,25.764085],[75.984199,25.76386],[75.983124,25.763258],[75.982291,25.762923],[75.981228,25.762622],[75.980708,25.762368],[75.980432,25.762164],[75.979831,25.761564],[75.979197,25.76112],[75.978422,25.761076],[75.97728,25.760938],[75.97627,25.760773],[75.97566,25.760692],[75.97389,25.760694],[75.971687,25.760783],[75.969866,25.760935],[75.96751,25.761107],[75.968203,25.762862],[75.968631,25.764164],[75.96945,25.766074],[75.969808,25.76691],[75.969999,25.767923],[75.970343,25.769623],[75.970661,25.770467],[75.971326,25.772256],[75.971684,25.773352],[75.971952,25.774324],[75.972258,25.77594],[75.972394,25.777158],[75.972633,25.778549],[75.973054,25.780407],[75.973469,25.782351],[75.973725,25.78314],[75.973992,25.78382],[75.974713,25.784899],[75.975388,25.785725],[75.975711,25.786001],[75.976215,25.786143],[75.97669,25.786266],[75.977248,25.786431],[75.978388,25.786995],[75.978831,25.787218],[75.979287,25.78735],[75.980751,25.787601],[75.982175,25.787783],[75.983171,25.787942],[75.983574,25.788082],[75.983653,25.788511],[75.986815,25.788358],[75.988929,25.788331],[75.990435,25.788412],[75.993332,25.788689],[75.994083,25.788713],[75.994473,25.788692],[75.994902,25.788512],[75.995081,25.788238],[75.995342,25.787602],[75.995502,25.787047],[75.995582,25.786374],[75.995664,25.785057],[75.995774,25.784393]]]]}"
94176,Beerampur,625,Keshoraipatan,121,Bundi,8,Rajasthan,323803,25.511719,75.893534,129,72,57,24,0,false,false,true,false,RJ6860SC08,RJ6860SC08-4,,,6860,RIBG,19.1512368083533,25.677628,75.944801,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.904465,25.520674],[75.903965,25.519649],[75.903965,25.519263],[75.904034,25.518292],[75.904061,25.516886],[75.903979,25.516024],[75.903648,25.5148],[75.903438,25.514268],[75.903045,25.513749],[75.902401,25.512774],[75.901434,25.511305],[75.900632,25.509868],[75.900139,25.508741],[75.899767,25.507734],[75.899357,25.506857],[75.898274,25.504967],[75.896916,25.502801],[75.895525,25.500683],[75.894644,25.499262],[75.893849,25.499913],[75.893227,25.500209],[75.892372,25.500628],[75.892042,25.500745],[75.891657,25.500766],[75.889877,25.500903],[75.888351,25.501194],[75.887937,25.501284],[75.887664,25.501448],[75.886781,25.502342],[75.88636,25.502824],[75.886164,25.503121],[75.885963,25.503611],[75.885268,25.505749],[75.884983,25.506627],[75.884742,25.507699],[75.88474,25.508018],[75.884782,25.508468],[75.885281,25.510138],[75.88615,25.512553],[75.887001,25.514505],[75.887442,25.515215],[75.887586,25.515662],[75.88751,25.516174],[75.887359,25.516532],[75.887085,25.516996],[75.886553,25.517751],[75.884945,25.519246],[75.883349,25.520903],[75.882705,25.521728],[75.882603,25.522001],[75.882619,25.522462],[75.883135,25.523143],[75.883928,25.524002],[75.884274,25.524155],[75.884894,25.524177],[75.884833,25.523697],[75.884875,25.522802],[75.884859,25.520406],[75.885102,25.520235],[75.886021,25.521233],[75.886351,25.521409],[75.886741,25.521489],[75.889906,25.521895],[75.891537,25.522216],[75.893014,25.522518],[75.893331,25.521433],[75.893651,25.520516],[75.89385,25.520133],[75.894559,25.519529],[75.894872,25.519331],[75.895312,25.519199],[75.895991,25.519149],[75.896462,25.519144],[75.896838,25.519157],[75.897365,25.51953],[75.897925,25.520011],[75.898526,25.520465],[75.898943,25.520773],[75.899308,25.521259],[75.899657,25.521851],[75.90046,25.522446],[75.900797,25.522599],[75.901087,25.522629],[75.901408,25.522626],[75.901703,25.522571],[75.902276,25.522392],[75.902819,25.522205],[75.903089,25.522086],[75.903515,25.521845],[75.903903,25.521449],[75.904158,25.521082],[75.904465,25.520674]]]]}"
93967,Dodi,623,Nainwa,121,Bundi,8,Rajasthan,323802,25.648312,75.862054,1440,779,661,214,1121,false,true,false,false,,,RJ6860SP093966,RJ6860SP093966-3,6860,RIBG,8.9110711526402,25.677628,75.944801,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.876503,25.654982],[75.876435,25.65429],[75.875709,25.653868],[75.875528,25.653647],[75.875424,25.653273],[75.875378,25.652927],[75.875428,25.652536],[75.875624,25.651081],[75.875847,25.650177],[75.875886,25.649224],[75.875922,25.648239],[75.875772,25.647268],[75.87541,25.646164],[75.874855,25.64386],[75.874408,25.641403],[75.87382,25.63758],[75.873031,25.637958],[75.872727,25.637999],[75.872301,25.637963],[75.871636,25.637895],[75.871072,25.637697],[75.870618,25.637414],[75.870225,25.637074],[75.869932,25.636295],[75.869505,25.635509],[75.869125,25.634958],[75.868875,25.634651],[75.868448,25.634335],[75.86723,25.633508],[75.866463,25.632979],[75.865757,25.632692],[75.865276,25.632534],[75.864817,25.632437],[75.864007,25.632349],[75.863121,25.632391],[75.862587,25.632973],[75.861936,25.633709],[75.861599,25.634025],[75.86122,25.634281],[75.860704,25.634577],[75.858824,25.635586],[75.85794,25.636165],[75.857204,25.636729],[75.856234,25.63751],[75.854378,25.639423],[75.853174,25.640859],[75.852716,25.641367],[75.851914,25.642072],[75.850993,25.642857],[75.850342,25.643321],[75.849593,25.643757],[75.849007,25.644085],[75.848657,25.64437],[75.848201,25.644988],[75.847793,25.645683],[75.84766,25.645958],[75.847614,25.64636],[75.847606,25.646726],[75.847697,25.647058],[75.847875,25.647493],[75.848043,25.64796],[75.848115,25.64834],[75.84804,25.649288],[75.848746,25.64937],[75.849066,25.649507],[75.84959,25.650149],[75.850805,25.651527],[75.851363,25.651988],[75.85189,25.652244],[75.852088,25.652459],[75.852527,25.653069],[75.852689,25.653374],[75.852874,25.653777],[75.853007,25.654228],[75.853075,25.654855],[75.853293,25.655264],[75.853665,25.655642],[75.853809,25.655914],[75.853993,25.656502],[75.854086,25.656835],[75.854312,25.657518],[75.854487,25.657995],[75.854757,25.658444],[75.854943,25.658821],[75.855031,25.659119],[75.855081,25.660107],[75.855077,25.661064],[75.855163,25.661571],[75.855314,25.661888],[75.855682,25.662477],[75.855969,25.663044],[75.856093,25.663801],[75.856248,25.664275],[75.856417,25.664044],[75.857392,25.66356],[75.859639,25.662241],[75.860525,25.661572],[75.861806,25.660493],[75.863352,25.659397],[75.864102,25.658794],[75.864684,25.658355],[75.865035,25.658119],[75.865929,25.657808],[75.868589,25.657134],[75.869455,25.656918],[75.870771,25.656402],[75.872057,25.655804],[75.872563,25.655609],[75.873844,25.655384],[75.87559,25.654949],[75.876104,25.654933],[75.876503,25.654982]]]]}"
93454,Balagarh,620,Deoli,120,Tonk,8,Rajasthan,304802,25.846908,75.762029,998,524,474,256,492,false,false,true,false,RJ6860SC12,RJ6860SC12-1,,,6860,RIBG,26.2548676530586,25.677628,75.944801,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.779808,25.827895],[75.779368,25.827842],[75.77752,25.827699],[75.774836,25.82746],[75.774439,25.827432],[75.773816,25.827556],[75.773151,25.827711],[75.771479,25.828189],[75.770429,25.82861],[75.768829,25.829512],[75.768485,25.829809],[75.768345,25.830067],[75.768114,25.830535],[75.767048,25.832036],[75.765518,25.834025],[75.764418,25.834941],[75.763509,25.835724],[75.76322,25.836023],[75.762807,25.836644],[75.761741,25.838129],[75.760502,25.839803],[75.759488,25.84085],[75.758761,25.84149],[75.757463,25.842276],[75.757089,25.842452],[75.755987,25.842693],[75.753197,25.843234],[75.747181,25.84476],[75.74586,25.845086],[75.745582,25.845356],[75.745069,25.845865],[75.744847,25.846114],[75.744667,25.846459],[75.74449,25.846984],[75.744358,25.847529],[75.744256,25.849314],[75.744251,25.849936],[75.744468,25.851629],[75.745808,25.852946],[75.747407,25.854663],[75.747599,25.854975],[75.747734,25.855325],[75.74791,25.856014],[75.748517,25.857748],[75.748647,25.858787],[75.748671,25.86083],[75.748822,25.861986],[75.748827,25.862801],[75.748743,25.863114],[75.74849,25.863787],[75.748154,25.864461],[75.748763,25.864251],[75.749228,25.864153],[75.749712,25.86414],[75.750335,25.864321],[75.752527,25.864875],[75.754017,25.865215],[75.754576,25.86543],[75.75499,25.865611],[75.755735,25.865965],[75.756213,25.866188],[75.756559,25.866221],[75.759067,25.866385],[75.760268,25.866372],[75.760972,25.866067],[75.762489,25.864536],[75.763114,25.863681],[75.763666,25.862797],[75.763839,25.86228],[75.764231,25.8612],[75.764334,25.860909],[75.764522,25.860649],[75.766094,25.859008],[75.766411,25.85881],[75.766552,25.85747],[75.766604,25.857172],[75.766782,25.856777],[75.766995,25.856417],[75.767134,25.856143],[75.767245,25.855405],[75.767967,25.852019],[75.768168,25.85118],[75.768601,25.84939],[75.769382,25.846931],[75.770105,25.844493],[75.771779,25.839931],[75.773399,25.835666],[75.773848,25.83475],[75.774469,25.83383],[75.776233,25.831484],[75.776778,25.830834],[75.778095,25.829616],[75.779012,25.828749],[75.779601,25.828135],[75.779808,25.827895]]]]}"
93961,Kolahera,623,Nainwa,121,Bundi,8,Rajasthan,323802,25.720633,75.962922,1049,544,505,208,764,true,true,false,false,,,RJ6860SP093961,RJ6860SP093961-5,6860,RIBG,5.11502837455075,25.677628,75.944801,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.973935,25.727545],[75.973902,25.727121],[75.973852,25.726674],[75.973757,25.72625],[75.973421,25.725409],[75.973163,25.72457],[75.972951,25.72353],[75.972647,25.7214],[75.972417,25.720845],[75.971658,25.719821],[75.971193,25.718796],[75.970821,25.717759],[75.97021,25.715801],[75.969522,25.715129],[75.969184,25.714639],[75.968641,25.713812],[75.9678,25.712745],[75.966258,25.71097],[75.96496,25.709072],[75.964073,25.707888],[75.963657,25.707543],[75.963038,25.707245],[75.961732,25.70663],[75.960621,25.706345],[75.959061,25.706206],[75.957123,25.706005],[75.955739,25.705839],[75.954491,25.705812],[75.95191,25.705866],[75.952071,25.708955],[75.952,25.711699],[75.952017,25.714131],[75.952097,25.715085],[75.952909,25.716746],[75.953521,25.718317],[75.954009,25.719513],[75.954591,25.72123],[75.954674,25.721749],[75.954772,25.722779],[75.954749,25.7237],[75.954619,25.725621],[75.954422,25.726934],[75.954269,25.727673],[75.954153,25.728036],[75.953566,25.729211],[75.952722,25.730726],[75.951944,25.732524],[75.952195,25.732979],[75.953654,25.73432],[75.954737,25.735242],[75.955089,25.735351],[75.9578,25.735231],[75.958501,25.735103],[75.958918,25.735083],[75.959631,25.735149],[75.960639,25.735302],[75.961596,25.735454],[75.961946,25.734882],[75.962197,25.734463],[75.962552,25.734108],[75.9636,25.733419],[75.964924,25.732713],[75.966381,25.732238],[75.967873,25.731897],[75.968967,25.731737],[75.969466,25.731661],[75.96982,25.73155],[75.970232,25.731265],[75.971586,25.729783],[75.972437,25.728769],[75.972805,25.728353],[75.973165,25.72807],[75.973677,25.72769],[75.973935,25.727545]]]]}"
93509,Lachhmipura,621,Uniara,120,Tonk,8,Rajasthan,304024,25.984344,76.007195,6,2,4,0,6,false,false,true,false,RJ6860SC02,RJ6860SC02-0,,,6860,RIBG,34.6722496417883,25.677628,75.944801,"{""type"":""MultiPolygon"",""coordinates"":[[[[76.018128,25.98752],[76.017666,25.9866],[76.017388,25.98376],[76.017209,25.983317],[76.016172,25.981828],[76.015464,25.980843],[76.01118,25.980747],[76.005765,25.980538],[76.00195,25.98042],[76.000103,25.980923],[75.998209,25.981567],[75.998216,25.9824],[75.997383,25.984504],[75.996604,25.986662],[75.99629,25.987386],[75.996271,25.987929],[75.996263,25.988268],[75.999128,25.987585],[76.001504,25.986979],[76.004458,25.986516],[76.007297,25.986798],[76.011851,25.987236],[76.018128,25.98752]]]]}"
93439,Gerota,620,Deoli,120,Tonk,8,Rajasthan,304802,25.91072,75.775514,445,227,218,7,4,false,false,true,false,RJ6860SC13,RJ6860SC13-1,,,6860,RIBG,30.9680574649441,25.677628,75.944801,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.787242,25.90295],[75.786717,25.9025],[75.786079,25.90196],[75.7843,25.900723],[75.782594,25.899621],[75.780214,25.898279],[75.77825,25.897131],[75.777813,25.897432],[75.775231,25.899426],[75.773407,25.900721],[75.772603,25.901188],[75.772246,25.901485],[75.771632,25.902225],[75.768415,25.905927],[75.766609,25.907981],[75.765825,25.908976],[75.765086,25.910189],[75.764896,25.910502],[75.764609,25.910935],[75.764499,25.911252],[75.764441,25.911559],[75.764429,25.912212],[75.764505,25.914114],[75.764415,25.914547],[75.764157,25.915066],[75.763985,25.915416],[75.763926,25.915765],[75.763847,25.916683],[75.763786,25.917109],[75.763829,25.917583],[75.764207,25.918288],[75.765527,25.919964],[75.767528,25.921853],[75.767758,25.921339],[75.767935,25.92088],[75.768019,25.920599],[75.768108,25.920098],[75.768246,25.919526],[75.76856,25.918995],[75.768721,25.918753],[75.769019,25.918573],[75.771725,25.91868],[75.773101,25.918754],[75.773503,25.918857],[75.776085,25.920068],[75.780092,25.921734],[75.780973,25.922245],[75.782824,25.923231],[75.784541,25.923956],[75.785256,25.92431],[75.785264,25.923765],[75.785273,25.923428],[75.785435,25.923172],[75.78477,25.921732],[75.784058,25.921305],[75.781416,25.920359],[75.780519,25.919985],[75.779893,25.919627],[75.779543,25.919336],[75.778592,25.917633],[75.778182,25.916399],[75.778023,25.915708],[75.778032,25.913914],[75.778147,25.913339],[75.778366,25.912595],[75.779085,25.910128],[75.779489,25.908912],[75.779798,25.908336],[75.780111,25.907989],[75.781562,25.906651],[75.783658,25.905138],[75.785711,25.903769],[75.787242,25.90295]]]]}"
94042,Mandpur,623,Nainwa,121,Bundi,8,Rajasthan,323802,25.564422,75.996926,839,435,404,363,0,false,true,false,false,,,RJ6860SP094188,RJ6860SP094188-2,6860,RIBG,13.6296924182114,25.677628,75.944801,"{""type"":""MultiPolygon"",""coordinates"":[[[[76.014437,25.565691],[76.012183,25.564758],[76.011789,25.564562],[76.010305,25.563199],[76.007486,25.561374],[76.00556,25.560222],[76.004775,25.559753],[76.001424,25.558013],[75.999716,25.557213],[75.998121,25.556668],[75.995199,25.555738],[75.991186,25.554973],[75.989723,25.554685],[75.987071,25.553707],[75.986058,25.55332],[75.981549,25.552202],[75.979416,25.551544],[75.979896,25.55269],[75.980033,25.552962],[75.980186,25.553259],[75.980256,25.55367],[75.980633,25.556365],[75.980836,25.557309],[75.981084,25.558065],[75.981719,25.55952],[75.981995,25.560367],[75.982129,25.560984],[75.982439,25.562482],[75.98266,25.563551],[75.982873,25.564275],[75.983778,25.564451],[75.984451,25.564725],[75.9858,25.565438],[75.987278,25.566267],[75.987995,25.566663],[75.988763,25.566995],[75.989968,25.567529],[75.991259,25.568001],[75.992733,25.568335],[75.993657,25.56853],[75.994302,25.568748],[75.995292,25.569275],[75.995856,25.569677],[75.996054,25.569893],[75.996162,25.570313],[75.996435,25.57215],[75.996927,25.574673],[75.997584,25.574738],[75.998166,25.574933],[75.998925,25.575317],[75.999666,25.575464],[76.000024,25.57552],[76.000274,25.575655],[76.000409,25.575918],[76.000537,25.577038],[76.001088,25.577181],[76.002854,25.577301],[76.003224,25.577277],[76.003524,25.57719],[76.003869,25.576958],[76.004347,25.575519],[76.0046,25.574903],[76.005073,25.574088],[76.005815,25.572731],[76.006256,25.572157],[76.006984,25.571436],[76.007536,25.571087],[76.008643,25.570404],[76.009358,25.570063],[76.01009,25.56988],[76.010734,25.569723],[76.011506,25.569273],[76.012452,25.568585],[76.013261,25.567302],[76.014437,25.565691]]]]}"
93548,Naya Gaon,621,Uniara,120,Tonk,8,Rajasthan,304024,25.935263,75.860649,188,86,102,0,91,false,false,true,false,RJ6860SC01,RJ6860SC01-0,,,6860,RIBG,29.8606059893283,25.677628,75.944801,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.864815,25.932635],[75.864781,25.930437],[75.864577,25.928734],[75.86396,25.926646],[75.86301,25.924377],[75.861261,25.925337],[75.858033,25.926659],[75.856682,25.926901],[75.856594,25.929798],[75.856627,25.931415],[75.856776,25.93217],[75.857317,25.934148],[75.857457,25.9352],[75.857408,25.936667],[75.857151,25.9383],[75.85656,25.940041],[75.856483,25.941478],[75.856636,25.943454],[75.856599,25.945219],[75.85962,25.945753],[75.862396,25.946149],[75.862791,25.943328],[75.863366,25.940743],[75.86403,25.938945],[75.864408,25.937406],[75.864815,25.932635]]]]}"
93911,Kumahariya Gaon @ Laxmi Pura,623,Nainwa,121,Bundi,8,Rajasthan,323801,25.67072,75.78956,615,326,289,0,298,false,false,true,false,RJ6860SC05,RJ6860SC05-3,,,6860,RIBG,15.5767247651841,25.677628,75.944801,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.800617,25.665831],[75.800565,25.663569],[75.800366,25.660346],[75.799996,25.657657],[75.799267,25.653135],[75.797341,25.653442],[75.795641,25.653752],[75.794659,25.653881],[75.791412,25.654129],[75.790534,25.654283],[75.788576,25.654838],[75.786098,25.655509],[75.784906,25.655916],[75.783974,25.656339],[75.783593,25.656411],[75.783054,25.656429],[75.782567,25.656396],[75.781426,25.656161],[75.779533,25.655716],[75.778933,25.657016],[75.778573,25.658322],[75.778504,25.659215],[75.778652,25.659958],[75.780227,25.664443],[75.783286,25.670767],[75.784011,25.672461],[75.784839,25.674398],[75.785081,25.675351],[75.785207,25.676132],[75.785335,25.679126],[75.785253,25.679734],[75.786377,25.683601],[75.786918,25.685534],[75.78704,25.68665],[75.786874,25.688305],[75.789759,25.686593],[75.792509,25.684738],[75.792866,25.684397],[75.794317,25.682666],[75.796026,25.680413],[75.796603,25.679537],[75.797446,25.677265],[75.798659,25.674154],[75.799484,25.670872],[75.800479,25.666955],[75.800617,25.665831]]]]}"
93396,Sangramganj,620,Deoli,120,Tonk,8,Rajasthan,304802,25.817898,75.649559,303,164,139,5,298,false,false,true,false,RJ6860SC14,RJ6860SC14-2,,,6860,RIBG,33.4313781104386,25.677628,75.944801,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.667665,25.81482],[75.66669,25.814273],[75.665855,25.81395],[75.664912,25.813794],[75.66221,25.813208],[75.660377,25.812871],[75.659691,25.812702],[75.659409,25.812517],[75.658786,25.811957],[75.658344,25.812071],[75.657536,25.812271],[75.657036,25.812377],[75.656656,25.812424],[75.653465,25.812294],[75.650905,25.812202],[75.650298,25.812295],[75.64969,25.812437],[75.648527,25.812773],[75.647577,25.812896],[75.645556,25.812949],[75.643848,25.813196],[75.641821,25.813559],[75.639656,25.814104],[75.638845,25.814466],[75.637583,25.815029],[75.636742,25.815564],[75.635222,25.816736],[75.63356,25.818083],[75.633272,25.818333],[75.63297,25.818715],[75.632737,25.819181],[75.632186,25.820202],[75.631453,25.821381],[75.63297,25.822174],[75.634541,25.822978],[75.635045,25.823109],[75.635451,25.823209],[75.637903,25.82368],[75.638892,25.823828],[75.639781,25.82383],[75.640505,25.823839],[75.642494,25.823754],[75.644066,25.823589],[75.645215,25.8234],[75.646157,25.823179],[75.647545,25.822579],[75.650399,25.821316],[75.651316,25.820901],[75.651855,25.820697],[75.652308,25.820645],[75.652781,25.820661],[75.653669,25.820595],[75.653986,25.82049],[75.654412,25.820271],[75.656164,25.819403],[75.658126,25.818624],[75.66007,25.81805],[75.662309,25.817463],[75.663187,25.817133],[75.664969,25.816317],[75.666969,25.815351],[75.667395,25.815058],[75.667665,25.81482]]]]}"
93420,Baroli,620,Deoli,120,Tonk,8,Rajasthan,304802,25.773351,75.71391,1681,851,830,259,493,false,false,true,false,RJ6860SC11,RJ6860SC11-2,,,6860,RIBG,25.4608131565768,25.677628,75.944801,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.72912,25.775695],[75.728984,25.774863],[75.728894,25.773381],[75.728178,25.769857],[75.728014,25.768497],[75.726095,25.76771],[75.71839,25.763759],[75.716787,25.763458],[75.715546,25.76341],[75.71409,25.763486],[75.712041,25.763854],[75.710496,25.764057],[75.709373,25.764051],[75.708056,25.763708],[75.707075,25.763241],[75.705895,25.762519],[75.70467,25.76184],[75.702889,25.761153],[75.698701,25.759755],[75.699731,25.766452],[75.70012,25.768875],[75.70055,25.771378],[75.701509,25.774446],[75.702538,25.77796],[75.703404,25.780496],[75.703504,25.781248],[75.703822,25.782157],[75.704401,25.783236],[75.704739,25.783946],[75.704894,25.784698],[75.705124,25.786292],[75.705158,25.786947],[75.705835,25.786677],[75.710236,25.786288],[75.713066,25.786059],[75.714261,25.785891],[75.714752,25.785304],[75.716445,25.783734],[75.718137,25.782161],[75.718974,25.781574],[75.719565,25.781267],[75.72035,25.780947],[75.720971,25.780583],[75.723557,25.779014],[75.7262,25.777337],[75.728399,25.776067],[75.72912,25.775695]]]]}"
93527,Mor Jhalana Ki Jhonpariyan,621,Uniara,120,Tonk,8,Rajasthan,304024,25.931125,75.992031,317,166,151,0,317,false,false,true,false,RJ6860SC02,RJ6860SC02-0,,,6860,RIBG,28.5813609642804,25.677628,75.944801,"{""type"":""MultiPolygon"",""coordinates"":[[[[75.997203,25.932595],[75.99714,25.928672],[75.996438,25.928483],[75.993755,25.928313],[75.98966,25.929394],[75.98829,25.93012],[75.987587,25.930684],[75.98686,25.930646],[75.987959,25.931659],[75.989116,25.932354],[75.991105,25.933937],[75.993861,25.933305],[75.997203,25.932595]]]]}"
93875,Rughnathganj,623,Nainwa,121,Bundi,8,Rajasthan,323802,25.821525,75.994181,436,228,208,0,436,false,true,false,false,,,RJ6860SP093872,RJ6860SP093872-1,6860,RIBG,16.7474902080336,25.677628,75.944801,"{""type"":""MultiPolygon"",""coordinates"":[[[[76.009913,25.822472],[76.009589,25.822405],[76.009118,25.822207],[76.008371,25.82132],[76.007579,25.82041],[76.006892,25.819391],[76.006587,25.818903],[76.00629,25.818128],[76.005707,25.81648],[76.005141,25.814959],[76.004651,25.814022],[76.003469,25.812325],[76.001357,25.812476],[76.000706,25.812521],[76.000066,25.812421],[75.998158,25.811973],[75.997139,25.811754],[75.996596,25.811736],[75.995413,25.811937],[75.993766,25.812217],[75.991995,25.812333],[75.991633,25.812321],[75.990342,25.812094],[75.988903,25.811769],[75.987271,25.811265],[75.986152,25.810814],[75.985501,25.811207],[75.98488,25.811588],[75.984468,25.811767],[75.983867,25.811822],[75.983418,25.811894],[75.982556,25.812279],[75.981144,25.812994],[75.980304,25.813432],[75.979878,25.814063],[75.979789,25.814429],[75.979893,25.816702],[75.979842,25.818174],[75.979608,25.819474],[75.979275,25.821195],[75.979232,25.822003],[75.979278,25.824472],[75.979274,25.826066],[75.979203,25.826565],[75.979042,25.82695],[75.978449,25.827844],[75.982953,25.827392],[75.985159,25.827065],[75.988693,25.826672],[75.989623,25.826319],[75.990702,25.825893],[75.991018,25.82598],[75.993156,25.827663],[75.994048,25.828258],[75.995241,25.829018],[75.996276,25.829526],[75.998094,25.830419],[75.998926,25.830705],[75.999912,25.830889],[76.000603,25.830954],[76.000901,25.831041],[76.001456,25.831231],[76.002697,25.83179],[76.003698,25.832237],[76.005349,25.83103],[76.006322,25.830356],[76.007036,25.82969],[76.007703,25.829049],[76.008011,25.828573],[76.008437,25.827835],[76.008543,25.827451],[76.008573,25.826788],[76.00877,25.825937],[76.009181,25.824699],[76.009432,25.823984],[76.009913,25.822472]]]]}"
